follower_user_key,followed_user_key,action_date_key,network_action,is_active_follow
1937,1394,20230329,Follow,1
1712,1368,20230414,Follow,1
173,518,20231210,Unfollow,0
1006,1088,20231018,Follow,1
1669,92,20230618,Follow,1
1564,1217,20231222,Unfollow,0
1955,1555,20230115,Unfollow,0
1670,1675,20231125,Follow,1
1511,972,20230414,Follow,1
59,212,20230725,Follow,1
110,1679,20231214,Follow,1
343,1140,20231013,Follow,1
962,1465,20231121,Follow,1
659,848,20230509,Follow,1
1099,1228,20230707,Follow,1
449,243,20230815,Follow,1
111,528,20230202,Follow,1
172,1089,20230605,Unfollow,0
621,812,20230101,Follow,1
577,1314,20230805,Follow,1
1645,1154,20230627,Unfollow,0
920,1,20230522,Follow,1
1108,1007,20231014,Follow,1
483,1443,20230525,Follow,1
674,964,20230912,Follow,1
1138,1096,20230627,Follow,1
1368,672,20230408,Follow,1
800,938,20230527,Follow,1
1257,1681,20230803,Unfollow,0
151,463,20230509,Follow,1
515,315,20230929,Follow,1
1730,949,20230119,Follow,1
75,925,20230426,Follow,1
1281,220,20230811,Follow,1
1416,1753,20231124,Follow,1
452,859,20230313,Follow,1
776,212,20230821,Unfollow,0
601,1831,20231201,Follow,1
705,278,20230214,Unfollow,0
1574,921,20230615,Follow,1
1233,654,20230214,Follow,1
666,157,20230414,Follow,1
392,660,20230723,Follow,1
1275,173,20230807,Unfollow,0
193,1526,20231129,Follow,1
1040,109,20230616,Unfollow,0
1540,1718,20231101,Unfollow,0
1302,1602,20230329,Follow,1
645,991,20230902,Follow,1
606,1439,20231031,Follow,1
845,1866,20230728,Follow,1
1702,829,20230113,Follow,1
366,1561,20231124,Follow,1
1935,211,20230526,Unfollow,0
1064,453,20231210,Follow,1
482,1405,20230704,Follow,1
19,748,20230526,Follow,1
437,1765,20230907,Follow,1
719,1556,20230405,Unfollow,0
1781,635,20230628,Follow,1
730,1779,20231207,Follow,1
802,1361,20231019,Follow,1
1328,165,20230906,Follow,1
1902,751,20230809,Follow,1
664,592,20230213,Follow,1
827,41,20230719,Follow,1
711,478,20230804,Follow,1
134,1581,20230918,Unfollow,0
1997,1270,20230914,Follow,1
734,1310,20230125,Follow,1
69,1108,20230905,Unfollow,0
253,1115,20230819,Follow,1
626,1562,20231105,Follow,1
417,841,20230629,Follow,1
1670,697,20231001,Follow,1
1008,1329,20230611,Follow,1
218,61,20231107,Follow,1
926,1157,20230731,Unfollow,0
1949,407,20231123,Unfollow,0
1762,1,20231108,Follow,1
1918,998,20231004,Unfollow,0
1218,221,20230608,Follow,1
1508,1562,20230705,Follow,1
1305,1489,20231224,Follow,1
542,335,20230620,Follow,1
527,1581,20230401,Follow,1
1295,1495,20230623,Follow,1
9,1250,20230904,Follow,1
696,310,20230405,Follow,1
887,1318,20230120,Follow,1
1701,284,20230924,Follow,1
880,1810,20230810,Unfollow,0
661,1381,20230101,Follow,1
1136,459,20230417,Follow,1
522,1720,20230623,Follow,1
310,561,20231010,Unfollow,0
1833,132,20230318,Follow,1
1531,1995,20230325,Follow,1
881,204,20230127,Unfollow,0
673,514,20230302,Follow,1
1151,1853,20230311,Unfollow,0
310,750,20231201,Follow,1
67,1255,20230619,Follow,1
1017,58,20230720,Follow,1
878,155,20230325,Follow,1
1828,706,20231123,Unfollow,0
1390,564,20230130,Unfollow,0
1899,1907,20230831,Follow,1
1768,827,20230331,Unfollow,0
859,517,20230615,Follow,1
1555,251,20231217,Follow,1
875,648,20230522,Follow,1
38,28,20231229,Follow,1
879,1277,20230421,Follow,1
131,1124,20230319,Follow,1
1371,1005,20230916,Follow,1
807,694,20231005,Follow,1
688,557,20230715,Follow,1
373,1594,20230925,Unfollow,0
761,541,20230720,Follow,1
1452,1322,20230527,Follow,1
283,337,20231212,Follow,1
348,142,20230123,Follow,1
1767,1982,20230516,Follow,1
981,1956,20230927,Follow,1
1335,1875,20230502,Follow,1
1197,1607,20230120,Unfollow,0
1677,1801,20230607,Follow,1
767,354,20230324,Follow,1
1172,1130,20230429,Follow,1
1881,1350,20230826,Follow,1
1120,1630,20230504,Follow,1
287,125,20230513,Follow,1
1408,1181,20230319,Follow,1
759,1317,20230707,Follow,1
1580,1221,20230621,Follow,1
1072,103,20231128,Follow,1
967,1625,20230704,Follow,1
1369,642,20230406,Follow,1
291,61,20230829,Follow,1
694,1301,20230204,Follow,1
120,317,20230514,Follow,1
1689,509,20230611,Follow,1
419,1851,20230831,Unfollow,0
1146,616,20230330,Follow,1
259,221,20230101,Follow,1
69,1358,20231227,Follow,1
1451,186,20230821,Unfollow,0
822,1074,20231226,Follow,1
1231,1525,20230409,Follow,1
739,1465,20230707,Follow,1
912,1979,20230927,Unfollow,0
1589,1389,20231025,Follow,1
1319,489,20230628,Unfollow,0
1331,1706,20230920,Follow,1
1374,400,20230516,Follow,1
533,82,20230924,Follow,1
973,361,20231020,Follow,1
310,402,20230311,Follow,1
1878,1216,20230719,Follow,1
290,1854,20230304,Follow,1
667,965,20230309,Follow,1
1655,1685,20230215,Follow,1
468,1893,20231108,Follow,1
40,900,20230320,Follow,1
1925,617,20230723,Follow,1
1756,61,20230613,Follow,1
1413,1716,20230619,Unfollow,0
565,573,20230611,Follow,1
1680,764,20230611,Unfollow,0
1729,248,20230731,Follow,1
953,1365,20231224,Follow,1
336,108,20230508,Follow,1
1291,1047,20231021,Follow,1
579,397,20230502,Follow,1
354,1137,20230218,Follow,1
275,1759,20231126,Follow,1
1031,1028,20230320,Follow,1
130,665,20230805,Follow,1
1713,218,20231117,Unfollow,0
1987,540,20230501,Follow,1
1964,794,20230327,Follow,1
992,1424,20230727,Follow,1
1493,54,20230827,Follow,1
1468,1845,20230119,Unfollow,0
1207,557,20230410,Follow,1
1899,758,20230502,Follow,1
998,10,20230109,Follow,1
755,1629,20230621,Follow,1
737,383,20230602,Follow,1
1099,1789,20230103,Unfollow,0
1868,888,20231021,Follow,1
106,249,20230524,Follow,1
1688,328,20230620,Follow,1
8,1084,20230223,Follow,1
1243,1511,20230928,Unfollow,0
1059,30,20230626,Follow,1
1365,549,20231217,Follow,1
2,222,20230102,Follow,1
600,421,20230805,Follow,1
1914,1247,20230114,Follow,1
227,1935,20230930,Follow,1
544,73,20230628,Unfollow,0
1385,1187,20230203,Follow,1
1975,1409,20230515,Follow,1
669,1450,20230118,Follow,1
485,44,20231213,Unfollow,0
547,1865,20230124,Follow,1
1211,1521,20230830,Follow,1
765,1394,20230404,Follow,1
607,1498,20230306,Follow,1
526,1795,20230930,Follow,1
628,1501,20230810,Follow,1
1926,937,20230405,Follow,1
360,1006,20230504,Follow,1
1572,904,20230110,Unfollow,0
1677,1240,20230102,Unfollow,0
887,1670,20230611,Follow,1
1160,1830,20230922,Follow,1
1604,559,20230913,Follow,1
309,1613,20230908,Follow,1
96,697,20230104,Follow,1
1922,840,20230908,Unfollow,0
1849,1557,20230320,Unfollow,0
471,1166,20230329,Unfollow,0
364,152,20230726,Unfollow,0
1140,1230,20230403,Unfollow,0
502,655,20230422,Follow,1
1492,602,20230724,Follow,1
1695,717,20230505,Follow,1
1133,1725,20230308,Follow,1
466,819,20231016,Follow,1
744,1546,20230427,Follow,1
1870,1996,20230928,Follow,1
1852,1047,20230521,Follow,1
79,1087,20231009,Follow,1
352,267,20231025,Follow,1
649,1873,20231010,Follow,1
1677,631,20231111,Follow,1
141,1308,20231221,Follow,1
1428,311,20230815,Follow,1
1719,1334,20230901,Follow,1
965,1980,20230908,Follow,1
1034,773,20230416,Unfollow,0
1652,281,20230704,Follow,1
708,1880,20230513,Follow,1
1443,221,20230127,Follow,1
1357,1492,20231027,Follow,1
1834,976,20230620,Follow,1
1014,1614,20230707,Follow,1
1909,1286,20230507,Unfollow,0
299,152,20230607,Follow,1
1371,1052,20230125,Follow,1
1742,841,20230329,Follow,1
1521,1717,20231125,Unfollow,0
269,1856,20230320,Follow,1
43,953,20230504,Follow,1
986,1804,20230410,Follow,1
1158,1364,20230315,Follow,1
3,44,20230505,Follow,1
759,1836,20230606,Follow,1
386,1022,20230310,Follow,1
745,144,20231227,Follow,1
1443,25,20230209,Follow,1
1728,1828,20230116,Follow,1
782,1232,20231023,Follow,1
1476,1862,20230114,Unfollow,0
270,938,20230323,Follow,1
668,1732,20230924,Unfollow,0
828,1408,20230726,Follow,1
433,562,20230803,Follow,1
907,1943,20230805,Follow,1
1643,615,20230513,Follow,1
725,1499,20230614,Unfollow,0
166,1632,20230904,Follow,1
435,1094,20230623,Follow,1
401,546,20230226,Unfollow,0
1587,1349,20230512,Follow,1
746,1989,20231114,Follow,1
1986,1649,20231129,Follow,1
1829,492,20231023,Follow,1
646,173,20231027,Follow,1
1823,1378,20231024,Follow,1
1300,1652,20230616,Follow,1
357,755,20230827,Follow,1
143,1869,20231006,Follow,1
1153,1545,20231213,Unfollow,0
498,396,20230724,Follow,1
1512,1078,20231015,Follow,1
998,410,20230403,Unfollow,0
469,1174,20230416,Follow,1
437,783,20230301,Follow,1
921,1115,20230504,Follow,1
1823,775,20231012,Follow,1
1007,1906,20230914,Unfollow,0
169,1902,20230919,Follow,1
337,1711,20231121,Follow,1
1953,1457,20230623,Follow,1
1523,1880,20230411,Follow,1
534,1068,20230128,Follow,1
1924,1964,20230501,Follow,1
1996,1826,20231129,Follow,1
798,1823,20230109,Follow,1
1314,1092,20230717,Follow,1
137,1869,20230106,Follow,1
500,1383,20230412,Follow,1
49,1500,20231026,Unfollow,0
782,773,20230625,Follow,1
745,1093,20230608,Unfollow,0
639,1483,20230830,Follow,1
1438,133,20230104,Unfollow,0
1001,103,20231223,Follow,1
1660,592,20230404,Follow,1
1232,178,20230424,Follow,1
1127,1740,20230516,Follow,1
1150,686,20230815,Follow,1
540,480,20231212,Follow,1
1571,1547,20230404,Follow,1
1746,1651,20231112,Follow,1
95,702,20231007,Follow,1
1464,1475,20230726,Follow,1
372,1025,20230806,Follow,1
711,476,20230821,Follow,1
158,875,20230321,Follow,1
1921,322,20230605,Follow,1
434,487,20230618,Follow,1
617,25,20231031,Follow,1
1723,1351,20231218,Follow,1
922,57,20230904,Follow,1
1233,1412,20230923,Unfollow,0
347,968,20230418,Follow,1
1034,979,20231019,Follow,1
797,796,20230618,Follow,1
810,154,20230601,Unfollow,0
1404,747,20230107,Follow,1
762,193,20230525,Follow,1
1529,419,20231009,Follow,1
345,1807,20230119,Follow,1
1867,825,20230602,Follow,1
1793,1516,20230605,Follow,1
603,1080,20230707,Follow,1
1208,1376,20231127,Unfollow,0
12,90,20230809,Unfollow,0
6,397,20231214,Follow,1
784,1938,20230803,Follow,1
536,290,20230202,Follow,1
1776,1836,20230224,Follow,1
1407,226,20230719,Unfollow,0
900,1425,20230522,Follow,1
1193,1950,20230122,Follow,1
646,840,20230820,Follow,1
319,1423,20231117,Follow,1
1993,133,20231125,Follow,1
1704,1372,20230513,Follow,1
1858,1483,20230815,Follow,1
1067,400,20231117,Follow,1
1576,990,20230531,Follow,1
287,669,20230329,Follow,1
26,1455,20230513,Follow,1
753,470,20230918,Follow,1
1578,185,20230515,Follow,1
996,808,20230503,Follow,1
1890,1190,20231201,Unfollow,0
1680,1205,20231118,Unfollow,0
1086,1486,20230309,Follow,1
1260,1537,20230321,Unfollow,0
1414,1736,20230812,Follow,1
805,811,20231123,Follow,1
1789,1516,20230108,Follow,1
573,505,20230114,Follow,1
1877,748,20230216,Follow,1
1163,892,20230605,Follow,1
1630,1576,20230219,Unfollow,0
373,1101,20231130,Follow,1
1695,1845,20230804,Unfollow,0
247,652,20230707,Follow,1
381,493,20231019,Follow,1
613,1465,20230920,Unfollow,0
579,121,20230709,Follow,1
1076,140,20230722,Unfollow,0
1650,1873,20231002,Follow,1
99,1178,20231017,Follow,1
756,129,20230616,Follow,1
621,212,20231102,Follow,1
1110,1785,20230226,Follow,1
1045,1144,20230708,Follow,1
1306,1505,20231209,Follow,1
347,306,20230603,Unfollow,0
747,969,20230603,Follow,1
361,239,20231204,Follow,1
488,1152,20230811,Follow,1
1462,19,20230126,Unfollow,0
467,1849,20231018,Follow,1
1136,1994,20231020,Follow,1
193,1755,20230717,Follow,1
1183,1162,20230910,Follow,1
400,1062,20230420,Follow,1
481,1662,20230620,Follow,1
830,976,20230426,Follow,1
1076,169,20230711,Follow,1
1435,1762,20230426,Follow,1
614,613,20231111,Follow,1
1912,1852,20230621,Follow,1
1297,395,20230304,Follow,1
1910,1957,20230310,Follow,1
75,34,20231207,Follow,1
908,66,20230920,Follow,1
1233,1023,20230903,Follow,1
1081,1092,20230521,Follow,1
1134,1629,20230705,Unfollow,0
218,649,20230126,Follow,1
1317,1160,20230617,Follow,1
1543,1205,20231130,Follow,1
1744,55,20231020,Follow,1
688,388,20230421,Follow,1
896,1342,20230314,Unfollow,0
549,839,20230924,Follow,1
319,1073,20230420,Follow,1
620,67,20230404,Follow,1
309,547,20230519,Follow,1
1741,374,20230624,Follow,1
1017,1199,20231124,Follow,1
1974,1374,20230818,Follow,1
23,315,20230409,Follow,1
1142,1221,20230613,Unfollow,0
615,249,20231011,Follow,1
642,709,20230119,Follow,1
1176,639,20231113,Follow,1
1754,1032,20230509,Follow,1
986,1784,20230621,Follow,1
925,1069,20230821,Follow,1
644,1132,20230809,Follow,1
1946,93,20231026,Follow,1
666,1681,20230703,Unfollow,0
738,908,20230716,Follow,1
337,733,20230417,Unfollow,0
1248,1374,20230927,Follow,1
989,878,20230209,Follow,1
1169,913,20230506,Unfollow,0
750,1643,20230608,Unfollow,0
1677,94,20231107,Follow,1
1353,212,20230519,Follow,1
1478,694,20230308,Follow,1
1765,1110,20230410,Follow,1
1572,452,20230925,Follow,1
985,1602,20230711,Follow,1
1283,99,20230214,Follow,1
691,883,20231101,Unfollow,0
9,1030,20231030,Follow,1
1621,258,20230413,Follow,1
1521,3,20230421,Follow,1
676,1252,20230108,Unfollow,0
1703,854,20230813,Follow,1
295,692,20230126,Follow,1
53,1109,20230402,Follow,1
1048,1854,20230131,Follow,1
1513,704,20230314,Follow,1
1005,1165,20230722,Follow,1
307,867,20230806,Follow,1
632,1330,20230404,Follow,1
1563,920,20230918,Follow,1
1511,398,20231120,Follow,1
916,1749,20230707,Follow,1
1918,466,20230902,Follow,1
649,686,20230804,Unfollow,0
441,1775,20230112,Follow,1
1085,1845,20230822,Follow,1
107,487,20230531,Follow,1
113,821,20230617,Follow,1
1965,745,20230320,Unfollow,0
878,534,20230904,Unfollow,0
121,154,20231005,Unfollow,0
1924,1624,20230623,Unfollow,0
1128,601,20230620,Follow,1
1366,1784,20230526,Follow,1
1235,847,20230722,Follow,1
1519,595,20230423,Unfollow,0
673,447,20230608,Follow,1
1405,561,20230422,Follow,1
1580,1970,20231029,Follow,1
1015,148,20230725,Follow,1
1654,421,20231212,Follow,1
1562,641,20230729,Follow,1
1372,391,20231009,Unfollow,0
399,1481,20231101,Follow,1
996,1240,20230617,Unfollow,0
1864,550,20230530,Unfollow,0
1257,1987,20230914,Unfollow,0
584,34,20230925,Follow,1
48,98,20231220,Unfollow,0
252,590,20230714,Follow,1
1626,81,20231108,Follow,1
1040,1813,20231127,Follow,1
844,690,20230901,Follow,1
243,1203,20230925,Follow,1
358,296,20230620,Follow,1
1517,1151,20230830,Follow,1
1228,637,20230708,Follow,1
1509,1642,20230218,Follow,1
1548,734,20230421,Follow,1
1837,940,20230704,Follow,1
1502,975,20231223,Follow,1
285,923,20231029,Unfollow,0
1091,1705,20230724,Follow,1
290,1416,20230520,Follow,1
345,1088,20230818,Follow,1
483,628,20230912,Follow,1
40,1933,20230819,Follow,1
1854,1944,20230926,Follow,1
452,557,20231206,Follow,1
242,862,20230224,Follow,1
1029,881,20231227,Follow,1
732,813,20230325,Follow,1
118,672,20231003,Follow,1
713,288,20230818,Follow,1
740,543,20230611,Unfollow,0
1341,74,20230719,Follow,1
1229,1293,20230113,Follow,1
611,71,20230202,Follow,1
1525,70,20230714,Follow,1
1776,1823,20230117,Follow,1
1036,50,20230703,Follow,1
1408,973,20230320,Follow,1
1248,140,20230110,Follow,1
514,779,20230331,Follow,1
352,1933,20230702,Unfollow,0
1838,1902,20230306,Follow,1
1085,662,20230802,Follow,1
153,948,20231116,Follow,1
5,666,20230706,Follow,1
1371,1633,20231212,Follow,1
353,1901,20230803,Unfollow,0
1820,1968,20230815,Follow,1
6,1054,20230206,Follow,1
1890,1688,20230916,Follow,1
1723,1492,20230920,Unfollow,0
357,551,20231226,Follow,1
591,1491,20231110,Unfollow,0
1919,1940,20230626,Follow,1
922,155,20231123,Follow,1
1028,1412,20230626,Follow,1
48,567,20230813,Follow,1
468,1138,20230829,Follow,1
778,1818,20230119,Follow,1
525,402,20230826,Follow,1
277,456,20230503,Follow,1
755,208,20230820,Unfollow,0
398,1272,20231016,Follow,1
1627,903,20231105,Follow,1
1622,1418,20230311,Follow,1
878,1046,20230104,Unfollow,0
1643,1350,20230207,Unfollow,0
1558,399,20230404,Follow,1
1328,1499,20231222,Follow,1
566,1642,20230531,Follow,1
1867,422,20230105,Follow,1
87,1036,20230527,Follow,1
1479,1352,20230815,Follow,1
976,1138,20230601,Unfollow,0
1439,1489,20230129,Unfollow,0
160,277,20230812,Unfollow,0
1694,955,20230324,Follow,1
654,1317,20230312,Follow,1
256,67,20230814,Unfollow,0
798,879,20230722,Follow,1
1360,1558,20230616,Follow,1
1396,1699,20230204,Unfollow,0
418,865,20230203,Follow,1
830,983,20230302,Follow,1
499,227,20231226,Follow,1
599,1401,20230611,Follow,1
724,1967,20230901,Follow,1
1373,1534,20231022,Unfollow,0
1824,1440,20230324,Follow,1
280,71,20231209,Follow,1
1498,1105,20230727,Follow,1
1612,1330,20230722,Follow,1
435,1235,20230331,Follow,1
1887,508,20231212,Follow,1
338,944,20230114,Unfollow,0
440,687,20230319,Follow,1
534,1507,20230805,Follow,1
1913,1134,20230620,Follow,1
1801,1522,20230321,Follow,1
1824,583,20230728,Unfollow,0
733,23,20230511,Follow,1
815,1697,20230120,Follow,1
152,1274,20230214,Unfollow,0
183,465,20230922,Unfollow,0
1158,1065,20230603,Follow,1
883,1632,20230829,Follow,1
126,1150,20230121,Unfollow,0
1363,212,20230804,Follow,1
970,1411,20230721,Unfollow,0
1398,1721,20231202,Unfollow,0
96,51,20231024,Follow,1
460,1046,20231102,Follow,1
1187,491,20230424,Follow,1
15,34,20230730,Follow,1
1955,117,20230309,Follow,1
1537,1725,20231023,Follow,1
1229,480,20230516,Follow,1
1200,217,20231209,Unfollow,0
1337,319,20230301,Follow,1
1846,1828,20230512,Follow,1
691,1337,20230501,Follow,1
1707,497,20230404,Follow,1
915,214,20230414,Follow,1
1272,1983,20231109,Follow,1
1841,1307,20230321,Follow,1
942,297,20231104,Follow,1
371,1960,20230113,Unfollow,0
135,9,20230423,Unfollow,0
230,1507,20230613,Follow,1
244,1409,20230404,Follow,1
792,1219,20230527,Follow,1
1431,1325,20230511,Unfollow,0
604,724,20230507,Unfollow,0
1450,442,20230317,Follow,1
651,994,20231130,Follow,1
229,435,20230624,Follow,1
1836,941,20231226,Follow,1
1670,1226,20230222,Follow,1
1629,497,20230622,Unfollow,0
67,1909,20230617,Follow,1
1723,1249,20231015,Follow,1
1319,1121,20230711,Follow,1
212,1369,20230730,Follow,1
53,211,20230908,Follow,1
96,430,20230616,Follow,1
1004,876,20230918,Follow,1
943,1111,20230401,Follow,1
1300,1938,20230429,Unfollow,0
437,482,20231102,Unfollow,0
568,9,20231210,Follow,1
1846,187,20231009,Follow,1
1073,528,20230302,Follow,1
1497,814,20230208,Follow,1
835,994,20230208,Unfollow,0
425,265,20230401,Follow,1
1740,827,20230406,Follow,1
338,1215,20230214,Follow,1
1554,467,20231229,Unfollow,0
1244,449,20230126,Follow,1
1852,1692,20230603,Follow,1
153,1058,20230726,Unfollow,0
265,458,20230708,Follow,1
882,1324,20230708,Follow,1
379,1155,20230330,Unfollow,0
1032,268,20231224,Unfollow,0
1385,1931,20230618,Follow,1
1374,1329,20230306,Follow,1
499,173,20231224,Unfollow,0
132,1978,20230410,Follow,1
1126,1591,20230301,Follow,1
1494,965,20230330,Follow,1
1713,223,20231129,Follow,1
180,114,20230808,Follow,1
313,166,20230602,Follow,1
94,1579,20230730,Follow,1
77,428,20230324,Follow,1
1550,656,20230810,Follow,1
989,75,20230731,Follow,1
1541,581,20231018,Unfollow,0
231,896,20230102,Follow,1
1780,1334,20230306,Follow,1
477,166,20230426,Follow,1
855,1347,20230415,Follow,1
758,1132,20230103,Follow,1
1718,492,20230304,Follow,1
1529,1837,20230720,Follow,1
1440,756,20230205,Follow,1
545,1031,20230422,Unfollow,0
167,523,20230711,Follow,1
334,447,20231221,Follow,1
770,296,20231130,Follow,1
862,102,20230705,Follow,1
1733,919,20231011,Follow,1
1549,208,20230909,Follow,1
1922,1572,20230501,Follow,1
870,1818,20230702,Follow,1
1054,732,20230806,Follow,1
502,1712,20230906,Follow,1
1511,832,20230317,Follow,1
992,458,20230402,Follow,1
1558,1007,20230409,Follow,1
31,93,20230123,Follow,1
1165,1286,20230627,Follow,1
798,1504,20230109,Follow,1
620,260,20230904,Follow,1
961,197,20230416,Unfollow,0
380,372,20231027,Follow,1
243,1613,20230710,Follow,1
966,847,20231115,Unfollow,0
679,386,20230422,Follow,1
1213,1739,20231031,Unfollow,0
632,64,20230831,Unfollow,0
1000,873,20230901,Unfollow,0
23,489,20230521,Unfollow,0
885,452,20230405,Follow,1
1665,166,20230918,Follow,1
1361,826,20230425,Follow,1
1832,1367,20230719,Unfollow,0
1688,270,20230529,Unfollow,0
641,1596,20230527,Follow,1
1371,644,20231111,Follow,1
124,1182,20230815,Follow,1
1077,1376,20230913,Follow,1
1074,1673,20230622,Follow,1
446,412,20231112,Unfollow,0
1509,245,20230728,Follow,1
1184,227,20230616,Unfollow,0
928,1198,20230512,Unfollow,0
93,1648,20231117,Follow,1
1655,1672,20231218,Follow,1
682,1382,20230921,Follow,1
1479,1044,20230916,Follow,1
1732,1757,20231016,Follow,1
512,1742,20230204,Follow,1
646,812,20230220,Follow,1
142,1952,20230911,Follow,1
1007,1568,20230307,Follow,1
63,311,20230404,Follow,1
1864,1179,20231119,Unfollow,0
1304,825,20230507,Follow,1
1326,1873,20230216,Follow,1
907,1109,20230329,Follow,1
665,442,20231114,Unfollow,0
301,1384,20231130,Follow,1
990,889,20230122,Follow,1
1925,1615,20230421,Unfollow,0
1018,199,20230330,Follow,1
1082,1653,20230825,Follow,1
400,845,20231115,Follow,1
1944,326,20231019,Follow,1
1162,912,20231217,Unfollow,0
159,737,20230920,Unfollow,0
1002,247,20230817,Follow,1
685,1896,20230116,Unfollow,0
1141,749,20231104,Follow,1
758,775,20231125,Follow,1
664,1887,20231014,Follow,1
527,740,20230527,Unfollow,0
448,1951,20230426,Unfollow,0
1319,861,20230323,Follow,1
1042,1900,20231016,Follow,1
1899,1568,20231123,Follow,1
916,1996,20230505,Follow,1
755,1453,20230325,Follow,1
1870,1778,20231127,Unfollow,0
1741,612,20230205,Follow,1
1673,1093,20230514,Follow,1
996,1008,20230711,Follow,1
1966,212,20230320,Follow,1
383,1631,20230613,Follow,1
1573,1456,20230207,Follow,1
275,746,20231226,Follow,1
380,786,20230219,Unfollow,0
1396,293,20230729,Follow,1
1653,1847,20230922,Follow,1
146,748,20230602,Follow,1
1081,963,20230114,Follow,1
1932,364,20230129,Unfollow,0
855,1059,20231121,Follow,1
231,1428,20230611,Follow,1
616,337,20230714,Follow,1
1121,1583,20231130,Follow,1
734,1246,20230502,Follow,1
1497,713,20231103,Unfollow,0
874,650,20231226,Follow,1
825,975,20230814,Unfollow,0
77,587,20230922,Follow,1
320,754,20230208,Follow,1
711,495,20231116,Unfollow,0
202,1095,20231112,Unfollow,0
1457,1354,20230102,Unfollow,0
1821,1088,20231207,Unfollow,0
652,218,20230327,Unfollow,0
453,1206,20230705,Follow,1
1936,388,20230403,Follow,1
1213,1093,20230910,Follow,1
51,811,20230423,Follow,1
352,880,20230213,Follow,1
463,262,20230221,Follow,1
1194,446,20230428,Unfollow,0
491,1885,20230512,Follow,1
820,1965,20231012,Follow,1
1821,615,20231126,Follow,1
997,269,20230524,Follow,1
532,267,20230218,Follow,1
1559,518,20230322,Follow,1
1298,1900,20230921,Follow,1
715,1809,20230102,Follow,1
1177,1482,20230523,Unfollow,0
1841,45,20231007,Follow,1
85,525,20230111,Follow,1
511,382,20230519,Follow,1
1357,1572,20231221,Follow,1
134,885,20230314,Follow,1
1778,1559,20230129,Follow,1
501,316,20230427,Follow,1
323,713,20230407,Follow,1
644,1068,20230824,Follow,1
1063,551,20230509,Unfollow,0
522,1747,20231214,Follow,1
487,905,20230803,Follow,1
76,372,20231025,Follow,1
951,1888,20230730,Follow,1
545,965,20230102,Unfollow,0
1488,1566,20230930,Follow,1
1849,498,20230731,Follow,1
1156,220,20230517,Follow,1
459,1761,20230304,Follow,1
999,165,20230324,Follow,1
1344,1671,20231129,Follow,1
1894,1867,20230330,Follow,1
1642,1936,20230718,Unfollow,0
1366,1330,20231201,Follow,1
1655,1513,20231228,Follow,1
1149,1393,20231204,Unfollow,0
880,391,20231118,Follow,1
929,866,20230603,Follow,1
1058,847,20231011,Follow,1
769,1681,20230131,Unfollow,0
580,1962,20230309,Follow,1
420,1770,20230701,Follow,1
1327,1753,20230522,Follow,1
328,138,20230225,Follow,1
91,1545,20231205,Follow,1
168,115,20230724,Follow,1
552,1538,20230213,Follow,1
1829,1119,20230118,Follow,1
1100,1097,20230816,Follow,1
351,1860,20230813,Follow,1
77,248,20231205,Follow,1
99,72,20230624,Follow,1
1612,751,20230809,Unfollow,0
438,852,20230105,Follow,1
1015,783,20231212,Follow,1
379,1243,20230128,Follow,1
1514,4,20230728,Follow,1
896,1652,20230916,Follow,1
642,1033,20230326,Unfollow,0
255,1250,20231121,Follow,1
131,961,20230818,Unfollow,0
1457,1993,20231216,Unfollow,0
185,497,20230823,Follow,1
1992,391,20230403,Follow,1
666,1891,20230713,Follow,1
1988,344,20230512,Follow,1
566,421,20230127,Follow,1
904,1100,20230203,Follow,1
561,520,20230420,Follow,1
1299,1454,20230225,Unfollow,0
521,638,20230207,Unfollow,0
1208,300,20230320,Follow,1
1168,1444,20230627,Unfollow,0
721,114,20230818,Unfollow,0
1657,71,20231114,Follow,1
1351,1753,20231209,Follow,1
953,1826,20230803,Unfollow,0
1132,657,20231102,Follow,1
1207,1660,20230304,Follow,1
1956,153,20230211,Unfollow,0
1293,930,20230527,Follow,1
1723,593,20230609,Unfollow,0
1216,715,20230604,Follow,1
212,1008,20230610,Unfollow,0
150,1528,20231125,Follow,1
1771,1369,20230614,Follow,1
267,517,20230302,Follow,1
1551,815,20231104,Follow,1
1194,410,20230401,Follow,1
154,119,20231114,Follow,1
219,848,20231107,Follow,1
1137,927,20231205,Unfollow,0
1472,1538,20230102,Follow,1
628,228,20231008,Follow,1
147,1135,20230503,Follow,1
1491,348,20231221,Follow,1
1749,723,20231016,Unfollow,0
529,432,20230213,Unfollow,0
1269,900,20230128,Unfollow,0
345,794,20230604,Unfollow,0
1082,1312,20230708,Unfollow,0
1735,825,20230114,Unfollow,0
1756,1859,20230602,Follow,1
906,217,20231015,Follow,1
1774,466,20230317,Follow,1
189,448,20230727,Follow,1
32,665,20230524,Unfollow,0
1210,597,20230731,Follow,1
315,1909,20231017,Follow,1
441,1435,20230404,Unfollow,0
276,942,20230626,Follow,1
1747,176,20230810,Follow,1
969,1156,20230226,Follow,1
223,1833,20230415,Unfollow,0
1663,815,20230427,Follow,1
812,864,20230808,Follow,1
863,178,20230815,Follow,1
1870,285,20230208,Follow,1
670,1066,20230512,Follow,1
1289,1298,20230710,Follow,1
1798,1095,20230819,Follow,1
243,1321,20230411,Follow,1
1459,998,20231226,Follow,1
1050,1638,20230504,Follow,1
