post_key,hashtag_key,usage_date_key,usage_count
2150,396,20230930,1
5608,250,20230529,1
5164,107,20230201,1
4472,458,20230123,1
5214,168,20231127,1
2808,147,20231027,1
2702,316,20231111,1
3291,491,20231110,1
2684,73,20231008,1
3554,122,20230603,1
5783,389,20230522,1
829,311,20230501,1
4003,242,20230708,1
1174,496,20230308,1
3905,268,20231016,1
4272,165,20230927,1
5509,459,20230630,1
2110,178,20230904,1
1895,205,20230303,1
2812,292,20230617,1
641,56,20231004,1
3553,81,20230504,1
1338,184,20230114,1
909,296,20230417,1
5098,134,20230414,1
3600,444,20231102,1
594,385,20230905,1
1349,201,20231212,1
3284,271,20230827,1
3632,197,20231028,1
1323,168,20231119,1
1073,164,20230327,1
4703,49,20230524,1
5060,18,20231103,1
3129,245,20231114,1
3768,418,20231105,1
2789,233,20230124,1
2083,241,20231124,1
5690,10,20230816,1
1327,119,20230203,1
5911,469,20230103,1
4869,334,20230219,1
941,287,20230821,1
2512,492,20230604,1
2601,40,20230911,1
1552,299,20230822,1
913,323,20230106,1
1399,134,20230202,1
5235,121,20231206,1
5315,253,20230228,1
3076,293,20230823,1
5312,72,20230709,1
1684,213,20230819,1
1743,162,20230623,1
2365,56,20231004,1
2281,221,20230330,1
5177,416,20230530,1
2236,374,20230726,1
3803,62,20231003,1
3914,434,20231013,1
1681,431,20230705,1
3282,117,20230424,1
5829,351,20230623,1
244,246,20230606,1
3541,85,20230419,1
5595,180,20231224,1
4605,499,20231207,1
1298,256,20230904,1
2127,179,20230806,1
4340,467,20230210,1
1304,288,20230907,1
4357,459,20231106,1
3200,385,20230213,1
3015,347,20230429,1
5475,420,20230416,1
2736,119,20230811,1
2768,206,20230512,1
1470,187,20230622,1
5820,95,20230826,1
2054,248,20230523,1
2744,445,20231228,1
1633,408,20230920,1
1300,213,20231012,1
5823,363,20230303,1
2829,242,20230925,1
2577,56,20230103,1
4917,5,20230806,1
354,181,20231118,1
3370,30,20230209,1
289,248,20230709,1
4600,240,20231129,1
4398,228,20231022,1
5034,325,20231016,1
687,59,20230709,1
4876,334,20230613,1
4860,145,20230423,1
3741,28,20230227,1
4081,35,20230822,1
2891,163,20230429,1
5296,18,20231027,1
3764,35,20230104,1
1374,472,20230226,1
5149,248,20230826,1
3561,263,20230123,1
5016,90,20231023,1
5089,192,20230220,1
1036,458,20230417,1
1206,335,20230808,1
1614,305,20230902,1
1779,67,20230912,1
1960,487,20230831,1
1519,412,20230420,1
3565,361,20231202,1
2010,249,20231017,1
720,490,20231120,1
2073,164,20230815,1
983,65,20231212,1
1518,298,20231110,1
1066,383,20230630,1
5629,332,20231124,1
3122,222,20230530,1
1815,218,20231017,1
2333,152,20230213,1
1478,414,20230720,1
4237,37,20230112,1
4466,251,20230925,1
2755,395,20230316,1
4990,433,20231120,1
2517,468,20230711,1
4229,329,20230113,1
908,184,20230923,1
4694,400,20231129,1
2966,231,20230303,1
3294,306,20231121,1
4647,130,20230510,1
2983,325,20230227,1
4326,72,20230411,1
2401,206,20230913,1
98,324,20230209,1
4163,298,20230124,1
2831,434,20230413,1
284,364,20230210,1
2817,179,20230925,1
2093,267,20230413,1
3735,381,20231228,1
2656,423,20230703,1
1786,264,20231014,1
2820,295,20230416,1
4990,38,20230908,1
2261,72,20230311,1
5993,263,20230303,1
3027,348,20231121,1
23,424,20230515,1
2174,420,20231118,1
352,461,20230305,1
4570,150,20230702,1
5262,492,20230822,1
4997,408,20230528,1
4994,482,20230628,1
4885,460,20230429,1
101,138,20231225,1
5288,379,20230131,1
5925,129,20231123,1
3006,71,20231212,1
3012,140,20230216,1
5508,434,20230121,1
3641,102,20230706,1
3479,220,20230722,1
4855,196,20230124,1
686,89,20230721,1
120,450,20230821,1
3786,155,20230921,1
98,426,20230214,1
2067,381,20230429,1
1328,316,20230617,1
947,213,20230723,1
4570,190,20230224,1
3020,275,20231216,1
2156,276,20231030,1
2814,329,20230828,1
3729,201,20230529,1
5518,314,20231017,1
1084,169,20230529,1
2403,444,20230210,1
559,494,20230109,1
2041,369,20230108,1
5730,178,20230127,1
3815,297,20231121,1
4185,11,20230414,1
5443,350,20230308,1
3832,428,20230810,1
841,364,20230630,1
2078,427,20230610,1
1124,120,20230122,1
5543,271,20230409,1
448,71,20230505,1
656,60,20230713,1
900,145,20230210,1
2246,477,20230126,1
5780,471,20230101,1
4415,47,20231212,1
5468,77,20231107,1
1532,94,20230328,1
933,370,20230913,1
4228,258,20230527,1
1398,48,20230103,1
1306,146,20230203,1
4657,406,20230115,1
1904,439,20230306,1
862,344,20230610,1
939,313,20230612,1
5555,346,20231008,1
1562,198,20230215,1
2276,381,20230608,1
1165,287,20230330,1
775,97,20230519,1
1727,289,20230803,1
580,449,20231003,1
1828,114,20230525,1
696,383,20230102,1
4432,363,20230116,1
983,253,20231013,1
5612,260,20231219,1
3196,485,20230726,1
5668,334,20230717,1
5665,138,20230223,1
5465,325,20230206,1
1534,102,20230113,1
5879,112,20230330,1
529,287,20230630,1
2642,384,20230425,1
3612,133,20231110,1
4877,281,20231213,1
1045,47,20230526,1
5681,284,20230226,1
3036,261,20231201,1
5822,385,20230721,1
2659,263,20230706,1
4632,169,20230703,1
3686,475,20230928,1
5022,468,20230710,1
5712,151,20230323,1
1464,465,20231012,1
4262,26,20230831,1
419,349,20230413,1
798,446,20230718,1
3835,373,20230517,1
180,419,20230208,1
5293,93,20230616,1
2992,175,20230529,1
2069,280,20230305,1
2419,141,20231022,1
2823,481,20231109,1
2614,295,20230305,1
1420,221,20231027,1
2662,141,20230906,1
2105,262,20230106,1
5899,125,20230807,1
4693,79,20230305,1
5336,244,20230619,1
5222,480,20230411,1
3974,13,20231124,1
1609,155,20230812,1
3291,55,20230720,1
5231,26,20231108,1
5416,263,20230825,1
831,445,20230707,1
387,421,20231217,1
2215,263,20230207,1
5640,70,20230314,1
1106,278,20230509,1
2939,121,20230627,1
5497,376,20230703,1
266,101,20230614,1
1451,210,20230103,1
3847,134,20231129,1
3330,18,20230510,1
1922,84,20230521,1
1448,27,20230921,1
3769,383,20231211,1
4585,78,20230410,1
4511,109,20230815,1
4422,109,20230321,1
2768,343,20230416,1
2159,146,20230511,1
4309,378,20230501,1
453,215,20231129,1
1306,384,20230110,1
4496,153,20231211,1
2195,64,20230405,1
1249,208,20230124,1
2870,415,20230404,1
3653,19,20231212,1
4763,411,20230209,1
162,365,20230825,1
3404,172,20230819,1
1174,441,20230527,1
162,330,20231027,1
4209,261,20230716,1
5821,420,20230304,1
736,22,20230427,1
569,13,20230311,1
5051,139,20230706,1
433,13,20230530,1
841,304,20230310,1
1891,290,20230717,1
2903,184,20231224,1
5525,393,20230305,1
5346,36,20230720,1
5168,266,20230219,1
3722,170,20231212,1
2411,134,20230220,1
1455,238,20230101,1
4281,57,20230909,1
4804,350,20230123,1
4787,194,20230827,1
5535,413,20230106,1
845,198,20231128,1
2927,475,20230521,1
3583,333,20230415,1
3984,317,20231112,1
3256,457,20231104,1
1411,348,20231109,1
2517,210,20230723,1
896,148,20230331,1
3953,167,20230409,1
4717,70,20230126,1
4401,76,20230319,1
2404,82,20230528,1
5380,450,20230910,1
1170,477,20230211,1
5305,303,20230907,1
1231,132,20230531,1
4377,78,20230822,1
3316,220,20230818,1
3904,317,20230306,1
5643,271,20231118,1
1024,158,20230606,1
4150,97,20231017,1
2276,51,20231201,1
310,175,20230522,1
4241,303,20230107,1
3614,400,20230421,1
422,152,20230301,1
1835,70,20230112,1
605,89,20230409,1
3202,395,20230425,1
5557,342,20230413,1
1552,68,20230518,1
4207,31,20230416,1
3875,246,20230115,1
915,470,20230614,1
2896,483,20230125,1
2261,47,20231002,1
3830,228,20230721,1
5092,180,20230205,1
2549,339,20230315,1
5037,52,20231109,1
3263,390,20230704,1
1339,51,20230206,1
1120,127,20230302,1
4153,111,20230326,1
5116,123,20231008,1
5930,327,20230201,1
3503,487,20230523,1
956,388,20230710,1
1793,338,20231124,1
4295,23,20230623,1
2506,480,20231112,1
567,325,20231223,1
3576,381,20230508,1
5265,122,20231203,1
2550,251,20230420,1
2777,383,20231214,1
1389,43,20230323,1
767,410,20230112,1
2035,148,20230129,1
5222,319,20231014,1
2500,181,20230718,1
4502,69,20231025,1
3222,81,20230812,1
3321,57,20230122,1
3423,246,20230225,1
4537,306,20230429,1
2043,35,20231102,1
5461,5,20230124,1
808,389,20230813,1
3346,275,20231122,1
2810,265,20230509,1
2892,91,20231213,1
3254,37,20230704,1
5865,22,20230603,1
1112,18,20230531,1
902,438,20231128,1
330,202,20230629,1
5319,73,20230316,1
4943,478,20230724,1
2806,376,20230827,1
463,353,20230725,1
4072,417,20231008,1
2676,425,20230223,1
3250,494,20230327,1
5319,466,20231025,1
3352,240,20230621,1
5312,147,20231217,1
5341,438,20231212,1
3998,167,20230403,1
4134,264,20230419,1
5096,86,20230511,1
697,20,20230428,1
3611,195,20231108,1
2643,171,20230927,1
5368,14,20231231,1
1231,400,20230626,1
4207,67,20230905,1
4643,175,20231107,1
481,177,20230821,1
2662,250,20230223,1
2447,2,20231119,1
5427,237,20230602,1
2259,155,20230622,1
3019,357,20230807,1
2975,452,20230317,1
764,80,20230124,1
986,44,20230219,1
4348,184,20231225,1
3434,149,20230820,1
3194,3,20230427,1
1595,11,20230915,1
3766,84,20230505,1
4259,371,20230415,1
1401,234,20230805,1
4036,81,20230618,1
940,133,20230112,1
681,343,20231001,1
4441,49,20230530,1
3850,228,20230202,1
5322,176,20231004,1
565,383,20230712,1
79,308,20231016,1
902,219,20230514,1
5884,234,20230916,1
4195,255,20230101,1
5921,278,20230618,1
5754,65,20231222,1
2816,297,20230729,1
2394,268,20230523,1
2504,404,20230106,1
982,371,20231006,1
5236,456,20231227,1
4949,352,20230206,1
5701,156,20230907,1
2845,318,20230627,1
4129,353,20230402,1
515,415,20230828,1
3847,499,20231202,1
4968,443,20231022,1
1090,326,20231008,1
968,69,20230421,1
5595,238,20231115,1
3215,145,20230808,1
5002,247,20230925,1
3179,211,20230224,1
3492,336,20230606,1
4391,415,20230801,1
5267,474,20230312,1
1525,435,20230806,1
1372,278,20230822,1
5026,281,20231008,1
2097,340,20230611,1
3147,427,20230523,1
1251,194,20230409,1
2610,272,20230610,1
951,51,20230207,1
3945,220,20230707,1
251,370,20230304,1
5175,447,20230917,1
5656,313,20230519,1
3135,439,20231213,1
5643,90,20231004,1
3294,301,20230308,1
2791,129,20230216,1
2418,148,20230611,1
2215,324,20231126,1
5828,442,20231218,1
1447,334,20230301,1
56,32,20230414,1
2955,374,20230503,1
1323,126,20230915,1
4124,151,20231112,1
5519,207,20230206,1
1892,489,20231217,1
3456,75,20230921,1
5135,139,20231105,1
3703,285,20230530,1
99,7,20230130,1
2032,207,20230426,1
472,12,20230920,1
4445,266,20231013,1
4117,388,20230611,1
5153,479,20230105,1
1759,226,20231004,1
3921,119,20230812,1
979,82,20230703,1
4463,103,20230127,1
210,484,20230131,1
5920,371,20231112,1
4209,9,20231020,1
4488,378,20231102,1
3855,500,20230325,1
5702,318,20230302,1
3510,292,20231016,1
2644,333,20231003,1
4687,201,20231207,1
5862,419,20231201,1
4493,494,20230819,1
304,264,20230708,1
4952,53,20230326,1
3426,400,20230123,1
1909,385,20230629,1
3591,54,20231118,1
1467,211,20230209,1
1800,423,20230211,1
276,433,20230419,1
3439,175,20230611,1
3884,347,20230427,1
5331,120,20231215,1
2233,262,20230206,1
1853,338,20230725,1
3750,240,20230515,1
4009,433,20230101,1
2415,162,20231125,1
2728,435,20230908,1
2120,90,20230510,1
4573,107,20231114,1
4537,249,20231209,1
1771,411,20231130,1
1805,83,20230714,1
2038,447,20230412,1
5449,84,20230616,1
4725,207,20230311,1
2325,152,20231104,1
4039,316,20230312,1
4466,52,20230209,1
3239,443,20230919,1
2964,55,20230806,1
3131,206,20230213,1
1002,404,20230604,1
1540,438,20231106,1
2056,432,20230429,1
3672,171,20231201,1
1083,454,20230305,1
5674,170,20231104,1
1877,206,20230113,1
2010,210,20231124,1
1072,324,20230626,1
2705,220,20230412,1
3164,278,20230114,1
2014,263,20230624,1
5909,85,20231008,1
1025,29,20230602,1
189,467,20230104,1
3906,181,20230606,1
3778,7,20230925,1
2635,446,20230204,1
56,52,20230209,1
4732,352,20231222,1
5129,88,20230428,1
3335,21,20230404,1
5457,274,20231014,1
5202,213,20230328,1
1686,499,20230821,1
2014,22,20231114,1
3446,210,20231020,1
5678,206,20230523,1
2098,305,20230719,1
5824,472,20230131,1
1691,49,20230927,1
1853,245,20231015,1
3130,320,20230713,1
1071,52,20230428,1
631,126,20230903,1
2720,392,20230215,1
5885,483,20230719,1
2344,98,20231229,1
3295,361,20230102,1
630,397,20230208,1
5812,369,20231002,1
4371,461,20231030,1
3821,139,20230215,1
3245,17,20231020,1
5569,368,20230205,1
5440,469,20230926,1
2233,236,20230415,1
4956,391,20230221,1
1113,14,20230108,1
5484,381,20231025,1
5826,469,20230707,1
1458,312,20230317,1
2617,451,20230211,1
2800,241,20230630,1
82,55,20230121,1
1941,78,20230129,1
2350,219,20230621,1
3059,99,20231009,1
4525,386,20230902,1
3441,271,20230530,1
554,24,20230223,1
2095,354,20231129,1
3492,40,20230701,1
2739,210,20230511,1
1673,112,20230619,1
4330,166,20230516,1
5841,47,20231022,1
474,277,20230911,1
4310,403,20230107,1
5566,343,20231019,1
5975,242,20230219,1
4657,201,20230515,1
3255,356,20230206,1
5873,107,20230206,1
3179,310,20230725,1
4583,225,20230227,1
1062,96,20230116,1
1044,55,20231204,1
28,429,20230713,1
242,129,20230419,1
14,233,20231210,1
5906,7,20230624,1
5749,96,20230122,1
5725,90,20231220,1
5417,28,20230605,1
4368,461,20230421,1
1466,293,20231030,1
3132,18,20231216,1
1487,499,20230714,1
4417,279,20230614,1
1458,500,20230823,1
412,300,20230925,1
1133,136,20230508,1
3038,114,20230208,1
5480,193,20231026,1
3075,253,20230704,1
2297,413,20231025,1
5745,238,20230803,1
114,229,20230607,1
1965,477,20231010,1
4647,9,20230320,1
5399,12,20230403,1
4455,407,20231223,1
1474,54,20231113,1
4305,360,20230707,1
4662,178,20230731,1
5260,262,20230930,1
1485,306,20231101,1
5354,251,20230223,1
2778,44,20231010,1
5995,105,20230205,1
743,245,20231111,1
5318,180,20231003,1
1368,419,20230224,1
5813,68,20230501,1
917,364,20230107,1
2042,118,20230804,1
4857,303,20230722,1
4171,333,20231123,1
4666,69,20230623,1
1097,2,20230822,1
3544,211,20230204,1
1305,440,20230317,1
5242,3,20231204,1
5272,350,20230619,1
3738,255,20230117,1
1186,312,20231122,1
2583,282,20231001,1
2813,426,20230419,1
1637,304,20230619,1
3751,95,20230616,1
887,331,20230518,1
4207,296,20230910,1
4700,189,20231007,1
841,345,20231223,1
4096,274,20230329,1
327,342,20230626,1
5604,104,20230426,1
5306,293,20231030,1
2751,93,20230131,1
5511,425,20231113,1
4288,416,20230318,1
5879,367,20230226,1
3968,446,20230330,1
3711,367,20230722,1
4044,392,20230718,1
1086,53,20230505,1
4344,359,20230914,1
3981,436,20230508,1
1335,84,20231016,1
1971,152,20230514,1
1950,21,20230804,1
3868,329,20231229,1
3382,150,20230126,1
933,153,20230414,1
3753,29,20231012,1
1899,291,20230928,1
987,273,20230804,1
3655,98,20230804,1
754,291,20231119,1
4980,199,20230919,1
2656,166,20230922,1
3623,306,20231129,1
5177,398,20230906,1
2882,260,20230909,1
4218,468,20230622,1
5384,63,20231110,1
5150,342,20230910,1
649,333,20231111,1
4512,456,20230521,1
1111,322,20230818,1
666,229,20230822,1
971,350,20230407,1
3695,420,20230504,1
2969,311,20230416,1
1940,51,20230502,1
294,105,20231123,1
2841,444,20230714,1
1286,162,20231001,1
2248,106,20231015,1
5384,324,20230608,1
5558,451,20230405,1
2133,401,20230725,1
4957,343,20230223,1
2556,123,20231030,1
1817,187,20230712,1
2545,370,20231201,1
2738,387,20230928,1
5987,239,20231007,1
3673,147,20230224,1
4030,24,20230715,1
1225,114,20230127,1
5062,135,20230129,1
1541,250,20230811,1
2064,359,20230826,1
3791,382,20230620,1
363,80,20230221,1
612,142,20230516,1
5331,204,20230918,1
2358,12,20230225,1
3080,234,20231015,1
5009,119,20230523,1
3542,300,20230530,1
5943,143,20231014,1
1999,402,20230901,1
4450,474,20230806,1
5456,253,20230326,1
2021,65,20231212,1
5966,421,20230218,1
5929,232,20230622,1
5787,490,20231217,1
4131,379,20231001,1
2077,420,20230805,1
4833,421,20231115,1
4439,194,20231001,1
3687,197,20230723,1
1357,25,20230711,1
3731,306,20230701,1
987,103,20231214,1
4622,381,20230928,1
2849,209,20230729,1
1241,227,20230828,1
2308,313,20230703,1
227,346,20231107,1
3231,32,20230830,1
1770,239,20230414,1
4783,412,20230104,1
2854,87,20230710,1
894,184,20230710,1
5756,495,20230310,1
5890,330,20230826,1
1677,93,20231125,1
3423,429,20230308,1
4939,369,20231219,1
5865,182,20230112,1
1959,9,20230101,1
3921,105,20230709,1
3061,371,20230830,1
135,245,20230107,1
4878,129,20230721,1
1858,112,20230121,1
1301,367,20230914,1
2901,284,20230110,1
4970,438,20231221,1
1051,184,20230819,1
3064,429,20230719,1
5841,276,20231124,1
1634,4,20230208,1
968,491,20230830,1
1358,349,20231026,1
2284,131,20230809,1
5644,494,20230421,1
2611,269,20231107,1
242,12,20230127,1
432,52,20230611,1
4774,200,20231211,1
4701,338,20231106,1
1888,31,20230828,1
2840,8,20230507,1
1218,361,20231217,1
1737,458,20230424,1
5713,179,20230227,1
1698,153,20230328,1
1329,412,20231028,1
1831,316,20230706,1
5816,201,20230102,1
4539,248,20231212,1
3585,471,20230911,1
391,142,20231025,1
5599,55,20231209,1
277,5,20231016,1
4667,88,20231019,1
5408,286,20230124,1
205,319,20230812,1
2602,213,20230614,1
1696,126,20230601,1
967,61,20230524,1
5519,26,20230923,1
2500,415,20230815,1
1013,111,20231117,1
1179,176,20230625,1
4934,482,20230214,1
4152,151,20230316,1
916,213,20230601,1
3642,330,20230920,1
2789,478,20230923,1
3546,380,20230406,1
3488,184,20230827,1
1071,295,20230622,1
5858,276,20230416,1
2155,57,20231126,1
4582,427,20230225,1
3154,171,20230119,1
837,156,20231205,1
2413,434,20230513,1
2699,431,20230225,1
3256,347,20230625,1
2669,141,20230729,1
4354,35,20230923,1
270,64,20230701,1
4305,430,20230328,1
248,51,20230308,1
3321,279,20230318,1
4001,371,20230404,1
2144,234,20230731,1
3656,144,20230326,1
2882,137,20230220,1
2780,403,20230409,1
2035,341,20230119,1
3001,100,20231223,1
5226,326,20230602,1
4421,162,20230827,1
5152,160,20231017,1
4859,331,20230528,1
5302,481,20230717,1
5563,352,20230316,1
5029,118,20230223,1
3514,125,20230115,1
3201,409,20230829,1
5910,436,20231221,1
5844,444,20230706,1
4773,426,20230803,1
3772,263,20231122,1
1716,401,20230410,1
3295,302,20230306,1
4897,347,20231020,1
5401,340,20230629,1
638,240,20230112,1
1268,237,20230112,1
4794,465,20230212,1
1634,223,20230712,1
1027,54,20230619,1
1639,339,20230121,1
115,385,20230624,1
5366,47,20231225,1
2202,356,20230421,1
5905,241,20230501,1
5135,484,20231110,1
3385,458,20231028,1
5035,440,20230429,1
4949,387,20230609,1
1749,148,20230222,1
5624,271,20231127,1
4217,43,20230327,1
4233,206,20231129,1
1477,338,20230916,1
2075,412,20230204,1
1280,417,20230210,1
5046,218,20231016,1
2686,471,20230619,1
675,23,20230809,1
4359,78,20230506,1
3340,410,20230913,1
5733,440,20230920,1
786,315,20230814,1
1767,2,20230915,1
4152,205,20230429,1
1699,177,20231109,1
4411,417,20230919,1
3257,288,20230223,1
5669,194,20231109,1
916,410,20230210,1
3695,65,20230218,1
3048,63,20230815,1
263,190,20230810,1
2371,94,20231022,1
357,309,20230410,1
1673,150,20230603,1
1298,40,20230515,1
2157,405,20230409,1
5815,103,20230428,1
891,54,20230502,1
4413,482,20230131,1
4055,436,20231107,1
2569,455,20231121,1
5,411,20231025,1
849,213,20231220,1
584,285,20231029,1
2275,319,20230526,1
5113,133,20230303,1
4691,432,20231227,1
2344,425,20230415,1
772,272,20230502,1
3193,313,20230315,1
343,83,20230630,1
322,390,20231214,1
5658,138,20230615,1
523,36,20230605,1
4040,482,20230506,1
5600,74,20230212,1
2777,121,20231208,1
5084,102,20230112,1
1397,109,20230331,1
3143,222,20231028,1
5756,161,20230903,1
1333,25,20230227,1
5456,71,20230821,1
834,263,20230626,1
3895,426,20230805,1
5599,439,20230317,1
4903,465,20231001,1
5475,197,20230624,1
624,224,20231015,1
4653,249,20230205,1
1507,486,20230416,1
4076,18,20230629,1
5254,49,20231031,1
3685,465,20230810,1
4963,70,20230512,1
532,195,20230801,1
4412,447,20230602,1
2073,261,20230725,1
2354,311,20231003,1
5661,466,20230430,1
2954,23,20230201,1
3288,266,20231204,1
693,23,20230606,1
1774,489,20230827,1
368,355,20231011,1
2107,96,20230805,1
2433,356,20230513,1
888,76,20230122,1
2162,199,20230103,1
1970,169,20230615,1
5821,125,20230425,1
5894,89,20231102,1
5787,310,20230527,1
4420,168,20230722,1
5413,432,20230225,1
3350,89,20231018,1
3422,471,20230624,1
1726,262,20230629,1
5893,84,20230930,1
2371,301,20231014,1
273,327,20230918,1
527,496,20230320,1
4827,173,20230427,1
2665,270,20230828,1
1636,488,20230719,1
5586,294,20230208,1
5738,8,20231209,1
4609,234,20231204,1
3701,140,20231110,1
1347,341,20230223,1
273,157,20230115,1
1050,210,20231031,1
2936,449,20230215,1
5026,436,20230531,1
1622,236,20230702,1
5163,220,20230713,1
4089,296,20230404,1
5304,163,20230731,1
4248,357,20230817,1
2171,296,20231225,1
1833,419,20231110,1
4547,327,20230426,1
5472,245,20230713,1
1219,171,20231119,1
602,210,20230825,1
63,264,20230923,1
288,266,20230723,1
558,487,20230807,1
1773,300,20230331,1
3357,421,20230330,1
4456,284,20231108,1
920,308,20230203,1
4429,335,20230905,1
1648,86,20230928,1
5417,185,20230117,1
5592,434,20231221,1
19,217,20230928,1
2020,384,20230516,1
440,304,20230803,1
3560,202,20231121,1
4188,243,20230213,1
5616,217,20231204,1
1351,144,20230101,1
542,25,20230716,1
1540,284,20230925,1
4580,280,20230503,1
1580,217,20230806,1
4935,438,20230826,1
5432,429,20230124,1
4614,496,20230705,1
3177,269,20230322,1
5930,331,20230417,1
5067,182,20231220,1
5752,275,20230220,1
4026,22,20230601,1
3449,406,20230906,1
168,442,20230309,1
889,362,20230209,1
2416,142,20230201,1
1586,495,20230922,1
2140,414,20230518,1
2776,238,20231029,1
5068,95,20230929,1
4407,41,20230702,1
5347,203,20230930,1
3695,4,20230927,1
2798,360,20231112,1
4491,302,20230816,1
5283,317,20231221,1
4672,268,20230207,1
3946,10,20230128,1
5312,192,20230724,1
5949,270,20230910,1
4232,228,20230815,1
615,343,20230302,1
1463,378,20230708,1
62,327,20230927,1
2501,232,20230608,1
4777,241,20231128,1
4701,86,20230614,1
5197,34,20230509,1
4578,450,20230307,1
2969,489,20231209,1
4008,493,20230813,1
2635,289,20231106,1
3288,327,20231214,1
3023,152,20230510,1
341,78,20230415,1
2706,257,20231204,1
2765,376,20230426,1
94,36,20231015,1
3905,195,20230913,1
3167,53,20230829,1
5324,89,20230922,1
5197,260,20230701,1
79,288,20230207,1
3462,454,20230618,1
445,259,20230225,1
2421,229,20230125,1
2627,341,20231018,1
5201,382,20230103,1
3079,168,20230110,1
2935,319,20230419,1
2141,388,20231119,1
1818,243,20230511,1
5375,419,20230725,1
3134,462,20231030,1
5581,248,20230827,1
5068,182,20231206,1
2817,399,20230812,1
4176,386,20230810,1
5311,283,20230930,1
2697,340,20230917,1
3864,464,20231124,1
3503,102,20230315,1
2955,386,20230220,1
2910,377,20230131,1
129,421,20230204,1
4389,196,20230718,1
5242,235,20230730,1
2742,226,20231026,1
4232,94,20231123,1
4119,250,20230731,1
4312,21,20230610,1
5335,458,20230102,1
959,93,20230111,1
2404,397,20231207,1
1717,149,20230716,1
2181,60,20230122,1
3605,84,20230409,1
3328,104,20231205,1
2579,4,20230320,1
316,162,20230117,1
5351,79,20230309,1
181,397,20231223,1
3394,121,20231029,1
2713,8,20230710,1
3046,184,20230712,1
2335,380,20230615,1
2403,309,20231123,1
5406,364,20230117,1
1713,16,20230830,1
4407,323,20231006,1
187,351,20231211,1
243,242,20231101,1
2496,336,20230131,1
5858,67,20231115,1
1114,271,20230222,1
5670,423,20230905,1
4760,44,20231229,1
163,283,20230704,1
1745,378,20231123,1
3771,192,20230510,1
1956,242,20231206,1
5620,396,20230426,1
4290,149,20230713,1
453,342,20230217,1
5866,395,20231112,1
3761,169,20230114,1
970,195,20230412,1
851,107,20231208,1
2504,301,20230705,1
4357,155,20230118,1
1637,415,20230726,1
3799,311,20230526,1
4605,29,20231019,1
4162,78,20230811,1
1267,366,20230513,1
2245,135,20230701,1
5150,42,20230501,1
3659,494,20230618,1
5514,309,20230302,1
2537,31,20230211,1
797,339,20230814,1
339,333,20230117,1
5949,486,20230402,1
1480,44,20230321,1
4641,335,20230731,1
1972,256,20230201,1
3824,237,20230704,1
731,116,20230221,1
1546,481,20230501,1
2331,231,20230511,1
1287,119,20230507,1
2718,6,20231111,1
4845,189,20231227,1
5308,268,20230113,1
4514,36,20230416,1
1543,375,20230418,1
4924,479,20230929,1
785,304,20230410,1
5521,487,20230118,1
3400,202,20230214,1
1310,192,20230622,1
5374,376,20230120,1
2189,228,20230114,1
4967,91,20230112,1
3783,409,20231128,1
3059,1,20230603,1
3782,334,20230610,1
653,384,20230202,1
3844,396,20231208,1
3315,84,20230409,1
4052,391,20230703,1
5076,42,20230226,1
463,247,20230603,1
5431,130,20230727,1
1756,305,20230319,1
2462,464,20230619,1
3699,124,20230825,1
3183,121,20230326,1
560,225,20230401,1
4673,382,20230311,1
1447,94,20230813,1
5133,453,20230901,1
356,169,20230302,1
1975,147,20230601,1
876,337,20231011,1
818,55,20230416,1
4197,186,20230920,1
673,339,20230203,1
1990,230,20230715,1
1601,288,20230508,1
3224,177,20230323,1
4566,167,20230420,1
578,307,20231003,1
5914,469,20231001,1
5397,59,20230908,1
3605,147,20230206,1
5668,262,20230403,1
358,107,20230403,1
130,162,20230104,1
5883,263,20231210,1
44,419,20230723,1
79,240,20230701,1
1668,497,20230329,1
5325,409,20230711,1
1541,127,20230723,1
3981,331,20230119,1
3875,390,20230921,1
1074,498,20231026,1
1038,123,20230125,1
4584,103,20230521,1
46,103,20230930,1
2908,164,20230120,1
3396,161,20231122,1
3115,395,20230921,1
4269,319,20230813,1
1493,293,20230122,1
8,222,20230426,1
4757,280,20230101,1
2414,306,20230605,1
1362,107,20230219,1
2108,87,20230319,1
3306,422,20230901,1
2514,263,20230514,1
1802,166,20230720,1
3773,389,20230603,1
3814,3,20230714,1
1378,84,20230116,1
3063,187,20230904,1
3242,157,20230428,1
2488,55,20231024,1
5227,166,20230318,1
2593,195,20230419,1
3439,213,20230411,1
1477,67,20230119,1
2786,361,20230226,1
4072,28,20230418,1
1265,440,20230415,1
1171,100,20230209,1
1260,129,20230503,1
1965,180,20231123,1
40,322,20230708,1
673,446,20231212,1
5292,220,20230611,1
139,6,20230210,1
3793,225,20230911,1
2342,149,20231111,1
3094,64,20231113,1
5915,445,20230420,1
3682,27,20231107,1
421,437,20230201,1
1772,125,20230823,1
1629,424,20230215,1
2958,319,20230723,1
4190,107,20231218,1
3667,306,20231222,1
28,325,20230626,1
3645,40,20230506,1
3854,352,20230505,1
5076,189,20230118,1
4708,285,20231004,1
4765,193,20231112,1
3329,371,20230813,1
4816,99,20230418,1
1315,436,20231115,1
2762,198,20230608,1
5846,232,20230720,1
4128,489,20230907,1
1631,473,20231227,1
1629,327,20231002,1
2016,201,20230913,1
2559,310,20231113,1
3366,241,20231126,1
5611,351,20230423,1
2046,310,20231019,1
