author_user_key,post_key,creation_date_key,post_count
1264,1301,20230626,1
910,1302,20230222,1
72,1303,20230826,1
862,1304,20231025,1
31,1305,20230807,1
669,1306,20230413,1
1033,1307,20231108,1
1875,1308,20230605,1
932,1309,20230920,1
1992,1310,20230130,1
1839,1311,20230904,1
964,1312,20231207,1
789,1313,20230304,1
250,1314,20230530,1
1672,1315,20230922,1
555,1316,20230124,1
1970,1317,20230331,1
1076,1318,20230909,1
12,1319,20230304,1
1538,1320,20230402,1
166,1321,20230720,1
1094,1322,20230605,1
765,1323,20230924,1
743,1324,20230505,1
1376,1325,20230329,1
165,1326,20230514,1
1721,1327,20231108,1
599,1328,20230326,1
1523,1329,20230826,1
1164,1330,20230325,1
1532,1331,20230827,1
1991,1332,20230504,1
1671,1333,20231106,1
425,1334,20230508,1
1478,1335,20230916,1
103,1336,20230223,1
91,1337,20230427,1
1264,1338,20231010,1
1293,1339,20231210,1
1937,1340,20230503,1
603,1341,20230720,1
1046,1342,20230506,1
1369,1343,20230329,1
241,1344,20230921,1
698,1345,20230525,1
1651,1346,20230516,1
1674,1347,20230221,1
779,1348,20231129,1
1136,1349,20230214,1
1948,1350,20230919,1
353,1351,20230920,1
1304,1352,20230720,1
630,1353,20230415,1
884,1354,20230101,1
1902,1355,20231206,1
999,1356,20230618,1
24,1357,20230102,1
1611,1358,20230502,1
1636,1359,20231026,1
1475,1360,20230812,1
1343,1361,20230419,1
1252,1362,20230327,1
656,1363,20230925,1
699,1364,20230912,1
235,1365,20230205,1
1596,1366,20230117,1
1778,1367,20230916,1
737,1368,20230124,1
779,1369,20230525,1
1742,1370,20230803,1
1421,1371,20231018,1
1490,1372,20230420,1
1050,1373,20230227,1
730,1374,20230405,1
1237,1375,20230823,1
1297,1376,20230706,1
39,1377,20230120,1
1330,1378,20230409,1
595,1379,20230306,1
377,1380,20231105,1
1920,1381,20230120,1
614,1382,20231010,1
466,1383,20231223,1
914,1384,20231104,1
1818,1385,20231231,1
1947,1386,20230824,1
697,1387,20230719,1
548,1388,20230917,1
1540,1389,20230817,1
1430,1390,20231211,1
1877,1391,20230404,1
1186,1392,20230405,1
1618,1393,20230622,1
1408,1394,20230609,1
801,1395,20230925,1
838,1396,20230426,1
764,1397,20230112,1
516,1398,20230610,1
1842,1399,20230322,1
124,1400,20230704,1
100,1401,20230421,1
991,1402,20230624,1
1365,1403,20231217,1
398,1404,20230816,1
1916,1405,20231012,1
920,1406,20230923,1
1928,1407,20230702,1
775,1408,20230415,1
1060,1409,20230831,1
1488,1410,20231015,1
260,1411,20230918,1
1194,1412,20230418,1
408,1413,20230115,1
1741,1414,20230428,1
532,1415,20230929,1
1934,1416,20230803,1
490,1417,20230313,1
293,1418,20230401,1
121,1419,20231203,1
1504,1420,20231013,1
329,1421,20231029,1
801,1422,20230726,1
538,1423,20231111,1
1636,1424,20231014,1
1088,1425,20231211,1
1433,1426,20230903,1
439,1427,20230716,1
1444,1428,20230228,1
305,1429,20230601,1
377,1430,20230412,1
907,1431,20230220,1
1753,1432,20231013,1
1924,1433,20230323,1
856,1434,20231209,1
654,1435,20230414,1
1724,1436,20230206,1
1246,1437,20230511,1
754,1438,20230516,1
981,1439,20230127,1
1503,1440,20231121,1
1246,1441,20230526,1
634,1442,20230827,1
1207,1443,20230722,1
227,1444,20230429,1
876,1445,20231020,1
1462,1446,20230512,1
97,1447,20230311,1
99,1448,20230428,1
1206,1449,20230613,1
1608,1450,20230214,1
901,1451,20230729,1
1534,1452,20230819,1
1646,1453,20231223,1
1609,1454,20230808,1
1334,1455,20230302,1
1133,1456,20230422,1
777,1457,20230910,1
1081,1458,20230601,1
634,1459,20231011,1
822,1460,20230929,1
807,1461,20230422,1
712,1462,20230102,1
363,1463,20230502,1
651,1464,20231123,1
1802,1465,20231206,1
1331,1466,20231128,1
815,1467,20230411,1
1989,1468,20231128,1
765,1469,20230503,1
1798,1470,20230830,1
1917,1471,20230319,1
1890,1472,20230725,1
324,1473,20231209,1
1860,1474,20231210,1
1177,1475,20231013,1
779,1476,20230829,1
930,1477,20230407,1
1803,1478,20230528,1
1957,1479,20230509,1
1398,1480,20230612,1
198,1481,20230929,1
1916,1482,20230506,1
733,1483,20231027,1
405,1484,20231018,1
1383,1485,20230906,1
1087,1486,20230401,1
1166,1487,20231126,1
858,1488,20230407,1
1822,1489,20230917,1
1677,1490,20231206,1
1207,1491,20230319,1
1853,1492,20230709,1
1806,1493,20230104,1
365,1494,20230114,1
126,1495,20231015,1
1829,1496,20231106,1
1858,1497,20230804,1
664,1498,20231222,1
1254,1499,20231209,1
1742,1500,20230109,1
732,1501,20230926,1
758,1502,20230604,1
664,1503,20230222,1
1631,1504,20230601,1
408,1505,20230603,1
632,1506,20230531,1
975,1507,20230623,1
194,1508,20230923,1
714,1509,20230619,1
1696,1510,20231020,1
1746,1511,20230706,1
619,1512,20230315,1
1448,1513,20230706,1
775,1514,20230831,1
1863,1515,20230423,1
1708,1516,20230610,1
1433,1517,20230730,1
1997,1518,20230509,1
508,1519,20230105,1
1100,1520,20230402,1
983,1521,20230405,1
834,1522,20230308,1
134,1523,20230608,1
1892,1524,20230921,1
1101,1525,20231005,1
1490,1526,20230929,1
1860,1527,20230426,1
1467,1528,20230913,1
1160,1529,20230720,1
323,1530,20230106,1
539,1531,20230510,1
1211,1532,20231103,1
1586,1533,20230503,1
150,1534,20231124,1
1215,1535,20230604,1
802,1536,20230124,1
412,1537,20230314,1
1850,1538,20230929,1
459,1539,20230215,1
416,1540,20231006,1
1864,1541,20231103,1
1738,1542,20230306,1
1433,1543,20230903,1
1551,1544,20230608,1
1425,1545,20230903,1
494,1546,20230513,1
342,1547,20231228,1
1432,1548,20230806,1
1171,1549,20230717,1
1282,1550,20230510,1
375,1551,20231022,1
110,1552,20230403,1
1314,1553,20231209,1
948,1554,20230825,1
740,1555,20231224,1
51,1556,20230916,1
1350,1557,20230110,1
1982,1558,20230224,1
621,1559,20230210,1
1803,1560,20231203,1
1081,1561,20231225,1
611,1562,20231123,1
810,1563,20231015,1
1223,1564,20230101,1
824,1565,20230920,1
1718,1566,20231022,1
73,1567,20230116,1
766,1568,20231013,1
370,1569,20231220,1
180,1570,20231114,1
99,1571,20230630,1
457,1572,20231117,1
606,1573,20230903,1
1870,1574,20230326,1
11,1575,20231204,1
229,1576,20230301,1
1369,1577,20230213,1
1663,1578,20231227,1
1096,1579,20230204,1
1227,1580,20230907,1
719,1581,20230304,1
412,1582,20231206,1
1652,1583,20230529,1
1573,1584,20230327,1
784,1585,20230129,1
646,1586,20230624,1
1301,1587,20230602,1
1358,1588,20230321,1
1316,1589,20230702,1
592,1590,20230123,1
1311,1591,20230626,1
1972,1592,20230329,1
11,1593,20230215,1
17,1594,20230421,1
767,1595,20230815,1
697,1596,20230617,1
169,1597,20230726,1
1680,1598,20230414,1
326,1599,20230506,1
948,1600,20230506,1
175,1601,20230814,1
60,1602,20231001,1
858,1603,20231005,1
553,1604,20230329,1
405,1605,20230908,1
1661,1606,20231001,1
1,1607,20230118,1
768,1608,20230911,1
312,1609,20230602,1
410,1610,20230103,1
807,1611,20230412,1
1328,1612,20231030,1
1260,1613,20230827,1
70,1614,20230923,1
1732,1615,20230405,1
571,1616,20231007,1
942,1617,20230108,1
1725,1618,20231217,1
1934,1619,20230822,1
1441,1620,20231005,1
1085,1621,20230602,1
136,1622,20230428,1
907,1623,20231102,1
1399,1624,20230314,1
1580,1625,20230109,1
1774,1626,20230103,1
600,1627,20230610,1
1345,1628,20231120,1
320,1629,20230118,1
627,1630,20231010,1
1715,1631,20230623,1
1376,1632,20230104,1
1325,1633,20230212,1
1962,1634,20231117,1
1170,1635,20230911,1
1529,1636,20230718,1
752,1637,20231205,1
630,1638,20230920,1
1333,1639,20231030,1
1341,1640,20230127,1
225,1641,20230124,1
239,1642,20230921,1
1436,1643,20230814,1
575,1644,20230921,1
51,1645,20231204,1
1166,1646,20230518,1
3,1647,20230907,1
851,1648,20230825,1
700,1649,20230715,1
1039,1650,20230521,1
646,1651,20230505,1
166,1652,20230309,1
329,1653,20230419,1
19,1654,20231216,1
1120,1655,20230105,1
990,1656,20230117,1
239,1657,20231224,1
45,1658,20231130,1
868,1659,20230415,1
1771,1660,20230914,1
915,1661,20231231,1
711,1662,20231126,1
183,1663,20231225,1
182,1664,20230624,1
60,1665,20231230,1
102,1666,20231106,1
1382,1667,20231217,1
837,1668,20230701,1
1527,1669,20230728,1
1728,1670,20231014,1
1151,1671,20230605,1
1094,1672,20230312,1
1962,1673,20231130,1
978,1674,20231212,1
1683,1675,20230715,1
199,1676,20230628,1
488,1677,20230327,1
735,1678,20231023,1
356,1679,20230322,1
1472,1680,20230320,1
1676,1681,20230402,1
1136,1682,20230909,1
1495,1683,20230430,1
216,1684,20230611,1
594,1685,20231024,1
451,1686,20230816,1
365,1687,20230902,1
554,1688,20230519,1
1459,1689,20231221,1
432,1690,20231223,1
174,1691,20230727,1
1286,1692,20230723,1
601,1693,20230318,1
1928,1694,20231105,1
1464,1695,20230614,1
811,1696,20230213,1
969,1697,20230812,1
798,1698,20231024,1
458,1699,20230115,1
1024,1700,20230220,1
854,1701,20231030,1
1241,1702,20230509,1
1651,1703,20230915,1
1451,1704,20230302,1
1394,1705,20231119,1
1698,1706,20231008,1
2000,1707,20230829,1
627,1708,20230807,1
1882,1709,20230317,1
1162,1710,20230413,1
1657,1711,20230828,1
48,1712,20230617,1
1047,1713,20231007,1
798,1714,20230526,1
1104,1715,20230511,1
766,1716,20230221,1
998,1717,20230523,1
87,1718,20230519,1
321,1719,20231219,1
110,1720,20230115,1
1382,1721,20231018,1
1947,1722,20230202,1
1372,1723,20231022,1
1703,1724,20231222,1
876,1725,20230322,1
182,1726,20230616,1
139,1727,20231225,1
1510,1728,20230318,1
1881,1729,20230916,1
246,1730,20231217,1
466,1731,20231024,1
1359,1732,20230729,1
833,1733,20230105,1
1658,1734,20231029,1
1017,1735,20230805,1
1116,1736,20230520,1
83,1737,20230311,1
1569,1738,20230516,1
87,1739,20230922,1
1673,1740,20230810,1
1886,1741,20231031,1
284,1742,20231113,1
620,1743,20230803,1
485,1744,20230614,1
1243,1745,20230703,1
370,1746,20231114,1
1734,1747,20230522,1
500,1748,20230202,1
1649,1749,20230622,1
103,1750,20230214,1
291,1751,20230818,1
229,1752,20231107,1
644,1753,20230117,1
1699,1754,20230410,1
1524,1755,20231016,1
217,1756,20230304,1
804,1757,20231008,1
532,1758,20231018,1
1354,1759,20231009,1
325,1760,20230509,1
664,1761,20230828,1
636,1762,20231228,1
389,1763,20230803,1
224,1764,20230119,1
1779,1765,20230725,1
1599,1766,20230116,1
556,1767,20230606,1
158,1768,20230215,1
1213,1769,20230321,1
1417,1770,20230826,1
1326,1771,20231217,1
260,1772,20230526,1
983,1773,20230909,1
1870,1774,20230101,1
1628,1775,20231114,1
620,1776,20231229,1
1070,1777,20231221,1
981,1778,20230506,1
209,1779,20230822,1
740,1780,20230731,1
501,1781,20230621,1
1964,1782,20230520,1
718,1783,20230927,1
1895,1784,20230916,1
1208,1785,20231225,1
525,1786,20230321,1
894,1787,20231014,1
592,1788,20231204,1
359,1789,20231230,1
919,1790,20230119,1
905,1791,20230902,1
1063,1792,20230715,1
1745,1793,20230920,1
439,1794,20231010,1
1441,1795,20230705,1
1604,1796,20230505,1
607,1797,20230917,1
135,1798,20230102,1
1334,1799,20230722,1
462,1800,20230109,1
1928,1801,20230417,1
1109,1802,20231128,1
865,1803,20230726,1
113,1804,20231103,1
757,1805,20230108,1
1156,1806,20230711,1
56,1807,20230314,1
1359,1808,20230509,1
318,1809,20230218,1
1763,1810,20231211,1
345,1811,20230616,1
1117,1812,20230908,1
523,1813,20230628,1
661,1814,20230402,1
283,1815,20231121,1
652,1816,20230717,1
1036,1817,20231129,1
748,1818,20231004,1
553,1819,20230913,1
431,1820,20230501,1
24,1821,20230102,1
1604,1822,20230213,1
1585,1823,20231105,1
1539,1824,20230830,1
1444,1825,20230430,1
1551,1826,20230819,1
1416,1827,20230627,1
1887,1828,20231218,1
1191,1829,20230412,1
1825,1830,20230326,1
392,1831,20230813,1
393,1832,20230109,1
471,1833,20230912,1
784,1834,20231227,1
913,1835,20230809,1
348,1836,20230902,1
1756,1837,20230323,1
538,1838,20230909,1
701,1839,20230706,1
1436,1840,20230604,1
123,1841,20230521,1
1848,1842,20230118,1
1972,1843,20230109,1
1572,1844,20230116,1
1878,1845,20231208,1
1515,1846,20231027,1
1018,1847,20230103,1
1662,1848,20230206,1
1510,1849,20231002,1
1478,1850,20230717,1
632,1851,20230706,1
736,1852,20231014,1
1986,1853,20230811,1
1494,1854,20230919,1
1220,1855,20230617,1
523,1856,20230809,1
561,1857,20231113,1
1088,1858,20230825,1
1091,1859,20231224,1
1097,1860,20230710,1
1487,1861,20230131,1
1229,1862,20230708,1
295,1863,20230512,1
196,1864,20230916,1
1357,1865,20230601,1
830,1866,20230329,1
1540,1867,20230517,1
357,1868,20230531,1
1736,1869,20230327,1
467,1870,20230530,1
496,1871,20231006,1
1600,1872,20230306,1
1411,1873,20230914,1
1341,1874,20230926,1
291,1875,20231017,1
1990,1876,20230515,1
693,1877,20230306,1
1865,1878,20230724,1
53,1879,20230223,1
1804,1880,20230129,1
1021,1881,20231218,1
881,1882,20230411,1
1390,1883,20230204,1
810,1884,20230319,1
1030,1885,20230717,1
1554,1886,20230205,1
904,1887,20231226,1
1579,1888,20230805,1
1520,1889,20230919,1
870,1890,20230301,1
18,1891,20230602,1
1583,1892,20230910,1
98,1893,20231025,1
501,1894,20230719,1
881,1895,20231001,1
1580,1896,20230412,1
1492,1897,20230106,1
851,1898,20230526,1
109,1899,20231204,1
1382,1900,20230623,1
461,1901,20230807,1
539,1902,20230613,1
1756,1903,20230715,1
1832,1904,20230415,1
984,1905,20230115,1
287,1906,20230102,1
1663,1907,20230419,1
1788,1908,20231006,1
411,1909,20230706,1
1685,1910,20231231,1
289,1911,20230919,1
1829,1912,20230724,1
1964,1913,20230425,1
1965,1914,20230604,1
1936,1915,20230912,1
1172,1916,20230918,1
439,1917,20230312,1
1583,1918,20230728,1
1035,1919,20231128,1
397,1920,20230708,1
938,1921,20231007,1
1951,1922,20230716,1
1270,1923,20230328,1
1045,1924,20230516,1
1531,1925,20230531,1
1573,1926,20230205,1
1376,1927,20230808,1
883,1928,20231002,1
934,1929,20230609,1
1413,1930,20230515,1
463,1931,20231228,1
1662,1932,20230530,1
669,1933,20230830,1
1836,1934,20230813,1
1495,1935,20230806,1
222,1936,20230115,1
1749,1937,20230630,1
320,1938,20230825,1
1380,1939,20231204,1
600,1940,20230824,1
1125,1941,20230710,1
1960,1942,20230605,1
1979,1943,20230205,1
1157,1944,20230219,1
1632,1945,20230128,1
1789,1946,20230930,1
1933,1947,20230403,1
1811,1948,20230928,1
549,1949,20231212,1
1831,1950,20230813,1
1985,1951,20231009,1
1786,1952,20230313,1
613,1953,20231124,1
277,1954,20230510,1
1923,1955,20230908,1
239,1956,20231029,1
185,1957,20230716,1
1662,1958,20230414,1
280,1959,20231120,1
233,1960,20230516,1
1736,1961,20230815,1
659,1962,20230731,1
781,1963,20230504,1
1780,1964,20230509,1
181,1965,20230827,1
1543,1966,20231126,1
1032,1967,20230916,1
1535,1968,20231011,1
967,1969,20231015,1
1923,1970,20230801,1
1609,1971,20230409,1
1066,1972,20231008,1
644,1973,20230320,1
1116,1974,20230331,1
664,1975,20230103,1
1421,1976,20230210,1
688,1977,20231231,1
66,1978,20230426,1
1073,1979,20230623,1
1668,1980,20230117,1
1846,1981,20231224,1
166,1982,20230731,1
258,1983,20230210,1
8,1984,20231023,1
549,1985,20230820,1
24,1986,20230819,1
913,1987,20230703,1
423,1988,20230908,1
1522,1989,20230429,1
1104,1990,20230928,1
1500,1991,20230623,1
1154,1992,20231220,1
1646,1993,20230516,1
1767,1994,20230105,1
6,1995,20230208,1
177,1996,20230116,1
576,1997,20230214,1
1697,1998,20230716,1
92,1999,20230307,1
1040,2000,20230813,1
1090,2001,20230106,1
290,2002,20230701,1
322,2003,20230410,1
424,2004,20230511,1
1284,2005,20230407,1
1668,2006,20230510,1
1440,2007,20230412,1
201,2008,20230524,1
579,2009,20230410,1
628,2010,20230810,1
1291,2011,20230716,1
244,2012,20230913,1
1528,2013,20230830,1
1257,2014,20230525,1
62,2015,20231009,1
1377,2016,20230509,1
1651,2017,20230225,1
813,2018,20230608,1
1477,2019,20231109,1
539,2020,20230225,1
1622,2021,20230304,1
959,2022,20230508,1
1712,2023,20230918,1
1699,2024,20230523,1
231,2025,20231217,1
1631,2026,20230418,1
1718,2027,20230316,1
73,2028,20230415,1
1950,2029,20230228,1
1040,2030,20230810,1
896,2031,20230331,1
1991,2032,20230813,1
579,2033,20231229,1
1789,2034,20230724,1
1605,2035,20230310,1
1403,2036,20230702,1
1171,2037,20230105,1
139,2038,20230502,1
983,2039,20230308,1
495,2040,20230225,1
1985,2041,20230327,1
1264,2042,20230403,1
853,2043,20230124,1
498,2044,20230906,1
296,2045,20230401,1
1146,2046,20230605,1
1660,2047,20231105,1
307,2048,20231211,1
608,2049,20231116,1
310,2050,20230125,1
1938,2051,20230505,1
1814,2052,20231024,1
1717,2053,20230611,1
506,2054,20231010,1
647,2055,20231022,1
500,2056,20230202,1
1716,2057,20231130,1
1666,2058,20230505,1
1864,2059,20230413,1
339,2060,20230908,1
1558,2061,20231028,1
1439,2062,20230605,1
62,2063,20230708,1
1794,2064,20230208,1
1542,2065,20230303,1
1899,2066,20231009,1
415,2067,20230507,1
1791,2068,20230318,1
689,2069,20230219,1
1400,2070,20230414,1
515,2071,20230702,1
507,2072,20231128,1
1877,2073,20230621,1
1280,2074,20231222,1
983,2075,20230219,1
1229,2076,20230701,1
1792,2077,20231106,1
1721,2078,20230713,1
19,2079,20230921,1
1738,2080,20230224,1
1821,2081,20230505,1
745,2082,20230228,1
1338,2083,20230105,1
1746,2084,20231226,1
386,2085,20230410,1
1251,2086,20231122,1
1467,2087,20230626,1
1237,2088,20231113,1
474,2089,20231129,1
1100,2090,20230825,1
974,2091,20230606,1
1079,2092,20230119,1
1282,2093,20230921,1
1334,2094,20230701,1
1470,2095,20230501,1
882,2096,20230930,1
1679,2097,20230313,1
765,2098,20230419,1
1507,2099,20230506,1
42,2100,20231009,1
266,2101,20231223,1
1085,2102,20230221,1
437,2103,20230312,1
1202,2104,20231029,1
1895,2105,20230629,1
13,2106,20230413,1
612,2107,20231117,1
778,2108,20230123,1
1838,2109,20230630,1
625,2110,20230626,1
421,2111,20230402,1
470,2112,20231202,1
832,2113,20230301,1
1071,2114,20230214,1
1684,2115,20230117,1
595,2116,20230920,1
105,2117,20231103,1
890,2118,20231106,1
1637,2119,20230513,1
165,2120,20230304,1
1066,2121,20230211,1
1207,2122,20230522,1
21,2123,20230919,1
1251,2124,20230319,1
1629,2125,20230808,1
714,2126,20231008,1
163,2127,20230213,1
971,2128,20230309,1
1761,2129,20230514,1
190,2130,20230306,1
1636,2131,20230731,1
1546,2132,20230119,1
1945,2133,20230811,1
456,2134,20230329,1
486,2135,20230205,1
961,2136,20230529,1
1800,2137,20231229,1
589,2138,20230523,1
728,2139,20230403,1
1455,2140,20230619,1
1157,2141,20230201,1
443,2142,20230814,1
1606,2143,20230314,1
286,2144,20230410,1
828,2145,20230701,1
1834,2146,20230411,1
1665,2147,20230505,1
456,2148,20230313,1
887,2149,20230222,1
962,2150,20230905,1
1821,2151,20230401,1
937,2152,20230728,1
294,2153,20230529,1
26,2154,20230417,1
688,2155,20230418,1
618,2156,20231013,1
860,2157,20231031,1
872,2158,20231116,1
1790,2159,20231029,1
801,2160,20230409,1
621,2161,20230415,1
1244,2162,20230628,1
994,2163,20230717,1
1289,2164,20230508,1
1751,2165,20230130,1
1999,2166,20230402,1
1163,2167,20231013,1
612,2168,20231011,1
1195,2169,20230130,1
477,2170,20231217,1
1610,2171,20230819,1
1195,2172,20230821,1
783,2173,20230115,1
949,2174,20230509,1
1704,2175,20230214,1
108,2176,20230220,1
952,2177,20231103,1
1732,2178,20230114,1
735,2179,20231128,1
500,2180,20230706,1
377,2181,20230222,1
1945,2182,20230716,1
107,2183,20230125,1
147,2184,20230917,1
1551,2185,20230319,1
714,2186,20231029,1
869,2187,20231015,1
988,2188,20230402,1
263,2189,20230321,1
597,2190,20231011,1
1068,2191,20231129,1
1437,2192,20231112,1
1373,2193,20230327,1
22,2194,20231015,1
586,2195,20230517,1
779,2196,20231013,1
1133,2197,20230901,1
364,2198,20230120,1
1203,2199,20230304,1
1884,2200,20230123,1
1784,2201,20231209,1
1425,2202,20230522,1
340,2203,20231224,1
71,2204,20230908,1
508,2205,20231110,1
1632,2206,20230202,1
750,2207,20230110,1
100,2208,20231026,1
304,2209,20231216,1
992,2210,20230520,1
1775,2211,20230613,1
418,2212,20230530,1
1706,2213,20231111,1
1440,2214,20230905,1
1854,2215,20231030,1
140,2216,20231025,1
861,2217,20230619,1
381,2218,20230909,1
1728,2219,20230618,1
1307,2220,20230207,1
472,2221,20230627,1
1353,2222,20230409,1
860,2223,20230716,1
1548,2224,20231221,1
1052,2225,20230723,1
707,2226,20230216,1
1669,2227,20231221,1
1453,2228,20230523,1
875,2229,20230603,1
1266,2230,20230415,1
1059,2231,20230111,1
1830,2232,20231005,1
694,2233,20230921,1
867,2234,20231109,1
519,2235,20230914,1
1515,2236,20230620,1
1027,2237,20230905,1
1807,2238,20230810,1
166,2239,20230825,1
392,2240,20230214,1
1958,2241,20230525,1
1123,2242,20231103,1
267,2243,20231028,1
472,2244,20230920,1
1480,2245,20231025,1
1540,2246,20231114,1
319,2247,20230616,1
893,2248,20230410,1
1278,2249,20230526,1
1884,2250,20230323,1
1503,2251,20230830,1
689,2252,20230719,1
1924,2253,20230712,1
1440,2254,20230624,1
1711,2255,20231130,1
1727,2256,20230404,1
1583,2257,20230114,1
263,2258,20231211,1
1239,2259,20231107,1
1075,2260,20230905,1
171,2261,20230623,1
203,2262,20230323,1
1082,2263,20230221,1
1919,2264,20231230,1
123,2265,20231205,1
24,2266,20231106,1
371,2267,20230223,1
1078,2268,20230701,1
1222,2269,20230511,1
1390,2270,20230830,1
1292,2271,20230419,1
1569,2272,20230601,1
1121,2273,20231020,1
815,2274,20230815,1
751,2275,20230318,1
1081,2276,20230204,1
1179,2277,20230404,1
1925,2278,20230329,1
935,2279,20230409,1
1614,2280,20230530,1
733,2281,20230122,1
896,2282,20230817,1
1313,2283,20230206,1
310,2284,20230220,1
981,2285,20230215,1
1667,2286,20230602,1
1496,2287,20230912,1
88,2288,20230722,1
884,2289,20230709,1
1288,2290,20230412,1
1664,2291,20230202,1
1155,2292,20230323,1
1429,2293,20230421,1
1467,2294,20231101,1
1034,2295,20230613,1
329,2296,20231021,1
1359,2297,20231115,1
382,2298,20230401,1
1979,2299,20231028,1
303,2300,20230502,1
363,2301,20231027,1
1727,2302,20230516,1
1022,2303,20230108,1
1646,2304,20230731,1
449,2305,20230624,1
871,2306,20231108,1
568,2307,20230421,1
179,2308,20230301,1
196,2309,20230720,1
1758,2310,20230213,1
945,2311,20230212,1
323,2312,20230122,1
710,2313,20230926,1
1369,2314,20230903,1
34,2315,20230819,1
1004,2316,20230319,1
1477,2317,20230726,1
323,2318,20230228,1
1513,2319,20230330,1
135,2320,20230918,1
1917,2321,20231218,1
1536,2322,20230101,1
1825,2323,20230508,1
1621,2324,20230827,1
528,2325,20231003,1
1556,2326,20230530,1
1076,2327,20231029,1
1499,2328,20231019,1
1800,2329,20230304,1
1492,2330,20230728,1
1731,2331,20230430,1
221,2332,20231117,1
920,2333,20230502,1
540,2334,20230911,1
276,2335,20230429,1
4,2336,20230622,1
1037,2337,20230728,1
484,2338,20231018,1
755,2339,20231208,1
905,2340,20230123,1
1777,2341,20230208,1
233,2342,20230210,1
536,2343,20230817,1
1053,2344,20230611,1
703,2345,20231012,1
1913,2346,20230622,1
65,2347,20230222,1
1610,2348,20230927,1
738,2349,20231123,1
1491,2350,20230906,1
262,2351,20230721,1
1949,2352,20230302,1
210,2353,20230908,1
561,2354,20230607,1
290,2355,20230511,1
380,2356,20230810,1
1172,2357,20230921,1
1126,2358,20230827,1
19,2359,20230505,1
871,2360,20230203,1
1498,2361,20230528,1
968,2362,20230112,1
592,2363,20230512,1
1277,2364,20230117,1
1954,2365,20230821,1
24,2366,20230923,1
1475,2367,20230510,1
99,2368,20230602,1
1557,2369,20230517,1
1867,2370,20230601,1
907,2371,20231213,1
1413,2372,20231006,1
1463,2373,20231107,1
1164,2374,20230602,1
1879,2375,20231005,1
1008,2376,20230917,1
90,2377,20230909,1
1560,2378,20230211,1
266,2379,20230426,1
396,2380,20230223,1
801,2381,20230320,1
1974,2382,20231122,1
238,2383,20230803,1
353,2384,20230805,1
1998,2385,20231106,1
834,2386,20231203,1
175,2387,20230226,1
496,2388,20230905,1
1428,2389,20230502,1
1430,2390,20230926,1
233,2391,20230510,1
1268,2392,20231206,1
561,2393,20231224,1
803,2394,20230315,1
1387,2395,20230108,1
604,2396,20230813,1
241,2397,20231226,1
1824,2398,20230505,1
1982,2399,20230608,1
243,2400,20230916,1
1012,2401,20230703,1
998,2402,20230929,1
1680,2403,20231126,1
1665,2404,20230219,1
743,2405,20230114,1
1816,2406,20230203,1
1815,2407,20230705,1
543,2408,20230429,1
568,2409,20230619,1
1047,2410,20230916,1
1588,2411,20230710,1
443,2412,20230805,1
1801,2413,20230413,1
1012,2414,20231009,1
600,2415,20230407,1
1663,2416,20231116,1
262,2417,20231203,1
478,2418,20230920,1
1554,2419,20231226,1
1781,2420,20230119,1
1858,2421,20231202,1
1206,2422,20230905,1
1046,2423,20230723,1
1901,2424,20230418,1
899,2425,20230108,1
542,2426,20231024,1
961,2427,20230611,1
1674,2428,20231120,1
1554,2429,20231119,1
1138,2430,20231128,1
10,2431,20231109,1
1270,2432,20231201,1
638,2433,20231211,1
700,2434,20230721,1
130,2435,20230112,1
429,2436,20231007,1
57,2437,20230804,1
847,2438,20230601,1
343,2439,20230917,1
922,2440,20231215,1
1387,2441,20230205,1
552,2442,20230628,1
388,2443,20230726,1
1258,2444,20231202,1
1365,2445,20231022,1
692,2446,20230508,1
160,2447,20230317,1
1743,2448,20230911,1
1171,2449,20231105,1
193,2450,20230225,1
1094,2451,20230310,1
876,2452,20231024,1
1095,2453,20230614,1
1817,2454,20230203,1
1181,2455,20231209,1
855,2456,20231002,1
732,2457,20230322,1
814,2458,20230326,1
688,2459,20230203,1
1145,2460,20231009,1
1707,2461,20230213,1
1055,2462,20231108,1
789,2463,20230615,1
444,2464,20230526,1
1262,2465,20230107,1
1378,2466,20230727,1
198,2467,20230423,1
15,2468,20230404,1
337,2469,20230119,1
443,2470,20230508,1
975,2471,20231218,1
162,2472,20230421,1
1037,2473,20230426,1
228,2474,20231014,1
753,2475,20230529,1
1853,2476,20230828,1
602,2477,20230327,1
1091,2478,20230704,1
171,2479,20230108,1
697,2480,20230213,1
1902,2481,20230407,1
1733,2482,20230804,1
1400,2483,20230513,1
672,2484,20230818,1
1951,2485,20231015,1
464,2486,20230828,1
1265,2487,20230116,1
999,2488,20230710,1
1954,2489,20230401,1
271,2490,20230223,1
233,2491,20230419,1
608,2492,20230331,1
520,2493,20230615,1
910,2494,20230721,1
829,2495,20230830,1
1109,2496,20230401,1
1140,2497,20230719,1
1584,2498,20231005,1
552,2499,20230729,1
883,2500,20230122,1
1601,2501,20230301,1
677,2502,20230525,1
945,2503,20230918,1
117,2504,20230725,1
1109,2505,20230226,1
422,2506,20230820,1
263,2507,20230124,1
302,2508,20230914,1
567,2509,20230731,1
293,2510,20230511,1
1898,2511,20230115,1
1188,2512,20230211,1
1013,2513,20230718,1
487,2514,20231130,1
430,2515,20230724,1
