actor_user_key,post_key,interaction_date_key,interaction_type,interaction_count
194,865,20230626,Comment,1
601,2927,20230612,Like,1
1441,5393,20230811,Like,1
1365,2139,20230215,Like,1
1887,2182,20230321,Like,1
1651,3786,20230529,Comment,1
1448,2699,20230714,Like,1
1611,181,20230826,Like,1
537,1982,20230604,Like,1
1781,3083,20230512,Like,1
434,5768,20230514,Comment,1
119,5156,20230326,Like,1
16,3923,20230220,Like,1
261,4364,20230506,Share,1
671,2714,20231201,Like,1
1519,4722,20230323,Like,1
1303,1398,20231206,Like,1
804,638,20231208,Like,1
1685,5952,20230303,Share,1
1736,5156,20231114,Like,1
549,4958,20230419,Like,1
1270,5604,20230426,Like,1
1355,2229,20230614,Like,1
1357,1079,20231130,Like,1
15,2404,20230204,Like,1
257,1490,20230714,Like,1
1083,5844,20230725,Like,1
751,2671,20230913,Like,1
711,1639,20230913,Like,1
222,280,20230603,Like,1
581,5432,20230804,Share,1
237,3441,20231020,Share,1
476,3637,20230121,Like,1
1175,5585,20231014,Like,1
1457,3576,20230118,Like,1
1686,2483,20230208,Like,1
1988,1738,20231119,Like,1
169,4015,20230326,Like,1
1980,840,20230331,Like,1
1147,2257,20231113,Like,1
1842,2514,20230827,Like,1
1872,786,20230410,Like,1
1087,4198,20230412,Like,1
1434,641,20231003,Like,1
306,4815,20230717,Like,1
693,11,20230410,Like,1
111,458,20230401,Like,1
1641,5088,20230312,Like,1
546,5417,20231004,Like,1
1386,3842,20230704,Like,1
238,3707,20231113,Share,1
73,4915,20230328,Like,1
1936,5800,20230521,Like,1
1151,5914,20230628,Like,1
1558,4959,20230514,Like,1
49,912,20230823,Like,1
1303,909,20230507,Like,1
1499,964,20230311,Comment,1
1901,805,20230410,Like,1
899,27,20230707,Like,1
9,5202,20230803,Like,1
1442,4799,20230314,Like,1
1304,1993,20230218,Like,1
476,5876,20230321,Like,1
1852,5947,20230222,Like,1
1266,3344,20230123,Share,1
1238,3418,20230622,Comment,1
236,60,20230723,Like,1
328,4689,20230208,Comment,1
11,5967,20231109,Like,1
1699,2814,20230321,Like,1
1283,96,20230825,Like,1
870,4202,20230601,Like,1
955,343,20231225,Like,1
1649,3915,20230528,Like,1
224,795,20230226,Like,1
1162,323,20230803,Like,1
896,428,20230606,Like,1
1582,498,20230202,Like,1
1406,5469,20230312,Like,1
1846,3360,20231102,Like,1
1344,2173,20230814,Like,1
1809,4061,20230309,Like,1
1917,3271,20231204,Like,1
763,4847,20231011,Like,1
503,656,20231122,Like,1
1950,719,20231123,Like,1
1120,4343,20231028,Like,1
938,1306,20231009,Comment,1
153,2061,20230122,Like,1
1940,5733,20230111,Like,1
1709,5864,20230628,Like,1
41,1756,20230625,Like,1
581,1604,20231026,Like,1
441,320,20230209,Like,1
119,3886,20230721,Like,1
1991,3635,20230209,Share,1
1131,1799,20230811,Like,1
1270,175,20230822,Like,1
359,3398,20230915,Like,1
1742,4747,20230610,Like,1
1798,5145,20231002,Like,1
1048,3056,20230717,Like,1
275,1991,20231124,Like,1
1,2494,20230516,Like,1
502,3315,20230901,Like,1
1804,640,20230916,Like,1
376,2155,20231104,Like,1
1858,5643,20230706,Like,1
164,2134,20230321,Like,1
656,1354,20230831,Like,1
1249,5774,20230705,Like,1
1375,3498,20230606,Like,1
1529,1935,20231106,Like,1
1764,2024,20230218,Like,1
1319,5666,20230502,Comment,1
1051,191,20231120,Like,1
1103,455,20230801,Like,1
1501,5117,20230613,Like,1
1837,876,20230927,Like,1
576,5717,20230110,Share,1
1582,105,20230809,Like,1
1346,5528,20230329,Like,1
1985,2463,20231029,Like,1
845,62,20230730,Like,1
1948,2714,20231113,Like,1
1988,2042,20230127,Like,1
3,1996,20230218,Like,1
293,341,20230711,Comment,1
637,4271,20230907,Like,1
650,5891,20231215,Like,1
233,3873,20230515,Share,1
306,1620,20230525,Comment,1
222,5115,20230913,Like,1
1581,5571,20230704,Like,1
1099,810,20231226,Like,1
322,2711,20230704,Like,1
1454,1173,20231219,Like,1
27,854,20230221,Like,1
1430,5361,20230707,Like,1
978,2997,20231220,Comment,1
1341,4932,20230304,Like,1
892,1585,20230120,Like,1
300,2604,20230124,Like,1
1891,2546,20230206,Like,1
972,3334,20230524,Like,1
763,2290,20230311,Share,1
1885,5290,20230415,Like,1
1802,310,20230611,Like,1
212,4077,20230801,Like,1
50,4993,20230615,Like,1
450,2982,20230207,Like,1
1199,669,20230331,Like,1
583,3951,20231130,Like,1
1066,3614,20230301,Comment,1
1982,744,20231202,Share,1
1848,4988,20230225,Like,1
441,3920,20230529,Comment,1
100,5373,20231201,Like,1
396,2015,20230925,Like,1
1617,3497,20230602,Like,1
1192,1158,20230704,Like,1
1812,351,20230729,Like,1
462,2862,20230829,Like,1
1882,5054,20231223,Comment,1
1110,1707,20230209,Like,1
999,4133,20230821,Like,1
324,5451,20231013,Comment,1
1974,2812,20230413,Comment,1
1093,2814,20231213,Like,1
1706,565,20230823,Like,1
305,4988,20230825,Share,1
1620,2211,20230106,Like,1
1579,3751,20230103,Share,1
1579,5305,20230922,Like,1
1647,927,20230726,Like,1
56,2398,20231010,Like,1
973,4501,20230524,Like,1
451,2873,20231102,Comment,1
1228,36,20230907,Comment,1
1952,1708,20230619,Like,1
66,285,20230511,Like,1
1814,3683,20230226,Like,1
1315,4437,20230203,Like,1
1835,1294,20231223,Like,1
444,420,20230318,Like,1
1072,1499,20230704,Like,1
252,2465,20230402,Like,1
443,3484,20230606,Comment,1
1162,742,20230905,Comment,1
1173,1615,20230306,Like,1
1942,3129,20230415,Like,1
870,4093,20230120,Share,1
12,4682,20231012,Like,1
1042,2256,20231117,Like,1
521,2633,20231101,Like,1
815,4238,20230817,Like,1
124,130,20230420,Like,1
414,3497,20230426,Like,1
779,5305,20230928,Like,1
1961,2273,20230518,Like,1
236,2490,20230815,Comment,1
1487,2628,20231107,Like,1
1658,3965,20231226,Like,1
837,697,20231030,Like,1
420,532,20230608,Share,1
1222,5003,20231002,Like,1
33,3635,20230820,Like,1
384,5610,20230627,Like,1
436,5192,20230226,Share,1
649,3840,20230917,Like,1
1015,4066,20230312,Like,1
44,5193,20230209,Like,1
1626,2970,20230909,Comment,1
639,2310,20230909,Like,1
617,2077,20230502,Like,1
1525,819,20230526,Like,1
1466,3631,20231001,Like,1
1455,3510,20230111,Share,1
541,129,20231104,Like,1
147,701,20230514,Share,1
1584,5176,20230528,Like,1
986,3587,20230805,Like,1
38,4142,20231109,Like,1
63,1031,20230328,Like,1
771,2548,20230115,Like,1
1352,4594,20230911,Share,1
251,2103,20230820,Like,1
1010,3172,20230516,Like,1
558,5922,20230924,Like,1
81,2462,20231112,Like,1
1147,415,20230703,Like,1
784,5853,20231017,Share,1
55,4697,20230410,Like,1
1169,4732,20230613,Like,1
770,1752,20230825,Share,1
606,2999,20231103,Like,1
1161,3497,20230518,Like,1
1734,3931,20230127,Like,1
1161,2981,20231202,Like,1
1808,4736,20230413,Like,1
1296,2012,20230629,Comment,1
1612,3905,20230203,Like,1
1221,4190,20230621,Comment,1
1013,479,20231110,Like,1
1236,1794,20230713,Like,1
1424,544,20231018,Like,1
270,748,20230318,Like,1
1247,3570,20231210,Like,1
1201,1878,20230610,Comment,1
367,3238,20230114,Comment,1
364,1493,20230201,Like,1
237,14,20230420,Like,1
166,1343,20230827,Like,1
707,528,20230701,Like,1
716,5806,20230402,Like,1
206,2773,20230912,Share,1
685,5042,20230227,Like,1
978,1751,20231010,Comment,1
365,1376,20230609,Like,1
1809,1622,20230212,Like,1
1741,42,20230313,Like,1
1385,3554,20230905,Like,1
1830,3828,20231007,Like,1
6,5672,20231022,Like,1
1531,3358,20230614,Like,1
717,25,20230722,Share,1
1406,3832,20230331,Like,1
1388,4304,20230214,Like,1
1119,5339,20230524,Comment,1
1437,1157,20231007,Like,1
824,1125,20230323,Like,1
255,4604,20231224,Like,1
660,3710,20230401,Like,1
598,357,20230221,Like,1
565,3588,20231212,Comment,1
967,4429,20230916,Share,1
849,848,20230119,Like,1
293,1599,20230522,Like,1
268,802,20230326,Like,1
1712,159,20230616,Like,1
1285,3637,20230724,Like,1
553,3120,20230913,Comment,1
671,3552,20230415,Share,1
1751,3059,20231220,Comment,1
356,2861,20230218,Share,1
1304,2149,20230216,Like,1
1516,4623,20230526,Like,1
1411,452,20230303,Like,1
1190,4355,20230625,Comment,1
666,175,20230104,Comment,1
1194,317,20230601,Like,1
687,6,20230829,Like,1
66,2094,20231215,Comment,1
419,1667,20230221,Like,1
1930,4701,20230715,Like,1
508,2431,20230819,Like,1
1992,2268,20231008,Like,1
34,5887,20231101,Like,1
1862,3364,20230924,Like,1
457,3015,20230903,Like,1
1305,5353,20230109,Like,1
824,3041,20230209,Like,1
402,4037,20231023,Like,1
675,2577,20230808,Like,1
160,2927,20231028,Comment,1
100,3210,20231114,Like,1
1414,5815,20230105,Comment,1
1265,2330,20230428,Like,1
1489,2735,20230209,Like,1
304,5943,20231017,Like,1
1332,4598,20230528,Share,1
700,249,20230528,Share,1
100,4289,20230615,Like,1
294,2854,20230812,Like,1
1684,1799,20230705,Like,1
363,1290,20230929,Like,1
880,5277,20230717,Like,1
118,3219,20230816,Like,1
1464,1532,20230803,Like,1
571,4059,20230628,Like,1
1534,1353,20230302,Like,1
901,898,20230505,Like,1
1695,2027,20230519,Like,1
810,3428,20230930,Like,1
968,3522,20230212,Like,1
1743,5031,20230421,Comment,1
1095,5979,20230702,Like,1
355,3588,20230613,Like,1
305,5176,20230203,Like,1
1227,2973,20230305,Like,1
1233,2655,20231204,Like,1
146,4208,20230727,Share,1
731,2792,20230123,Like,1
1382,1668,20230908,Like,1
1302,3295,20230720,Like,1
1139,2467,20230112,Like,1
975,3034,20231026,Comment,1
417,5987,20231206,Like,1
346,1843,20230626,Like,1
1532,2804,20231003,Like,1
1750,4685,20230121,Like,1
378,2808,20231003,Share,1
1570,5641,20230427,Like,1
331,1649,20230727,Comment,1
1865,3786,20231111,Like,1
593,1242,20231024,Like,1
509,5012,20231219,Like,1
794,145,20230423,Like,1
1664,3293,20231201,Like,1
183,460,20230620,Like,1
373,5970,20230304,Like,1
1719,5339,20231220,Like,1
1139,2024,20230607,Like,1
1306,4083,20230330,Comment,1
81,246,20230208,Like,1
1356,53,20230918,Like,1
1683,592,20230604,Like,1
961,2067,20230723,Like,1
1815,734,20230506,Like,1
874,2669,20230717,Like,1
847,5702,20230806,Comment,1
658,4174,20230502,Like,1
1605,3018,20230414,Like,1
349,1436,20230530,Like,1
577,4171,20230118,Like,1
803,1737,20230831,Like,1
578,4365,20230204,Like,1
1439,2015,20231124,Like,1
806,1843,20231122,Like,1
642,567,20230419,Like,1
319,1204,20231001,Comment,1
1194,2920,20230206,Like,1
1443,236,20230515,Like,1
1302,3199,20230924,Like,1
916,4122,20231119,Like,1
1233,2614,20230927,Share,1
936,326,20230324,Like,1
279,3392,20230825,Like,1
451,4217,20230613,Comment,1
179,210,20230126,Share,1
1836,3123,20230110,Like,1
458,807,20231210,Share,1
161,3002,20231027,Like,1
532,2992,20231116,Like,1
462,5073,20231125,Like,1
321,1955,20231117,Like,1
1447,4257,20230127,Comment,1
421,3419,20230606,Comment,1
1403,995,20230524,Comment,1
750,5133,20231206,Comment,1
378,4420,20230721,Comment,1
548,4558,20230212,Like,1
1861,4459,20230613,Like,1
1967,3635,20230528,Like,1
898,2423,20230325,Like,1
925,2922,20230922,Like,1
1833,4713,20230107,Share,1
1496,3298,20230428,Like,1
1651,4839,20230716,Like,1
1130,5663,20231230,Comment,1
1888,2485,20230909,Share,1
541,2659,20230810,Comment,1
235,3561,20231226,Like,1
1207,3871,20230115,Like,1
617,3521,20230323,Like,1
1878,4170,20230116,Comment,1
122,1436,20230112,Share,1
524,3765,20230119,Comment,1
1583,3824,20231027,Like,1
10,2278,20230618,Share,1
1160,2935,20230404,Comment,1
84,1999,20230108,Like,1
1178,222,20230108,Like,1
1625,1579,20230120,Like,1
1860,3719,20230109,Like,1
1193,3692,20231229,Like,1
319,546,20230707,Like,1
1958,1420,20230124,Like,1
648,2373,20230317,Like,1
1199,671,20230326,Like,1
712,5250,20231222,Like,1
1717,2262,20230517,Like,1
694,3723,20230226,Like,1
1198,5980,20230720,Like,1
379,4275,20230111,Like,1
1363,5716,20230721,Like,1
1812,230,20230407,Share,1
421,2802,20230523,Like,1
1834,3452,20231213,Like,1
1927,323,20231203,Like,1
167,4380,20230119,Share,1
1047,1399,20230727,Like,1
964,4662,20230814,Like,1
52,1110,20230424,Comment,1
1487,353,20230829,Like,1
887,4042,20230211,Like,1
1910,134,20231029,Comment,1
69,959,20230324,Like,1
416,2254,20230516,Like,1
1263,5342,20230507,Like,1
615,2224,20230325,Like,1
1318,4598,20230429,Like,1
599,2721,20230730,Like,1
1845,3274,20230724,Like,1
889,3247,20230308,Like,1
1158,1863,20230306,Comment,1
1911,5461,20231030,Comment,1
860,1980,20230728,Like,1
439,3985,20230901,Like,1
398,1106,20230508,Like,1
1837,4776,20230213,Like,1
1522,5891,20231110,Share,1
1528,2807,20230801,Like,1
1674,5590,20231102,Share,1
396,4185,20230228,Like,1
74,4056,20230419,Like,1
700,1684,20230224,Like,1
1033,3777,20231215,Comment,1
452,3840,20230417,Like,1
1287,5993,20230627,Like,1
1929,749,20230413,Like,1
1478,2070,20230414,Share,1
777,5850,20230222,Comment,1
302,746,20230203,Like,1
390,1180,20231127,Share,1
899,922,20230922,Like,1
2000,3278,20230429,Comment,1
27,3475,20230109,Like,1
1613,2003,20231204,Like,1
895,1408,20230411,Like,1
1172,1703,20231017,Like,1
1281,514,20231009,Like,1
1818,1530,20230718,Like,1
957,1742,20230113,Share,1
127,1206,20230625,Like,1
3,3842,20231221,Comment,1
1280,52,20230312,Like,1
1009,4078,20230424,Like,1
1775,2238,20230423,Like,1
85,2952,20231002,Like,1
1926,331,20230108,Like,1
1349,5283,20230123,Like,1
570,439,20230322,Like,1
943,4404,20231029,Like,1
1538,1914,20230120,Like,1
1254,4072,20230619,Like,1
439,1098,20230421,Like,1
16,4881,20230907,Like,1
1886,5076,20230624,Share,1
1933,4716,20230716,Share,1
148,3950,20231024,Like,1
761,4562,20230413,Like,1
1498,3749,20230113,Like,1
23,405,20230213,Like,1
1779,3242,20230514,Comment,1
391,2923,20231029,Like,1
1654,1985,20230222,Like,1
546,4508,20230513,Like,1
725,4151,20230809,Like,1
1660,5927,20230818,Like,1
1075,1471,20231125,Like,1
1146,4916,20230406,Like,1
144,3301,20230428,Like,1
6,1465,20230719,Comment,1
125,2401,20230301,Comment,1
439,378,20230506,Like,1
149,2211,20230806,Like,1
1556,5038,20230721,Like,1
309,5387,20230226,Like,1
453,1925,20231003,Like,1
1219,3670,20231225,Comment,1
124,1077,20230109,Like,1
114,359,20230923,Like,1
1613,982,20231206,Like,1
197,1611,20230731,Like,1
1052,1445,20230403,Comment,1
804,1588,20231001,Like,1
1615,578,20230423,Like,1
1429,3025,20230320,Share,1
295,565,20230826,Like,1
1105,4950,20230406,Comment,1
4,1019,20230114,Like,1
188,5192,20231011,Like,1
1637,372,20230309,Like,1
479,3279,20231209,Comment,1
1866,2701,20230214,Share,1
917,297,20230609,Comment,1
1940,5000,20231127,Like,1
15,5180,20230623,Like,1
1315,2061,20230401,Like,1
453,2176,20231022,Like,1
1130,4422,20230502,Like,1
89,2354,20231212,Comment,1
1114,2189,20231224,Like,1
1942,4818,20230124,Like,1
153,523,20231112,Like,1
1551,2441,20230318,Like,1
1966,5342,20230812,Like,1
1716,878,20230109,Share,1
29,1526,20230118,Like,1
1784,4480,20231125,Comment,1
711,2094,20230405,Like,1
578,1086,20231022,Like,1
1245,5306,20230925,Like,1
595,4593,20230513,Like,1
1860,1603,20230802,Like,1
658,3945,20230326,Like,1
42,834,20230713,Like,1
888,5630,20231209,Share,1
342,3069,20230502,Like,1
1940,3197,20230510,Share,1
117,1030,20230630,Like,1
1941,3328,20230928,Like,1
1749,5222,20230718,Comment,1
1600,2244,20230816,Like,1
208,2562,20230907,Like,1
1926,2134,20230624,Like,1
1988,1397,20231101,Share,1
1250,233,20231029,Like,1
588,269,20230421,Like,1
1873,639,20230721,Like,1
1424,3436,20231108,Like,1
313,5866,20230509,Like,1
199,4561,20230819,Like,1
771,5954,20231229,Like,1
1521,5950,20230311,Comment,1
1173,2976,20231025,Like,1
1255,1428,20230122,Comment,1
102,2259,20230404,Like,1
384,1868,20230501,Share,1
1300,5318,20230117,Comment,1
720,2133,20230923,Like,1
19,1131,20230304,Like,1
1646,1066,20231013,Like,1
1484,1619,20230712,Like,1
1011,737,20230126,Like,1
157,4651,20230711,Like,1
485,980,20231126,Like,1
1791,5073,20230508,Like,1
1310,2013,20230615,Like,1
1534,2445,20231126,Comment,1
944,3255,20231008,Like,1
458,3770,20231010,Share,1
469,5767,20230428,Comment,1
576,3963,20230826,Like,1
304,3738,20230514,Like,1
1245,5958,20231010,Like,1
732,4487,20230528,Like,1
400,5371,20230421,Comment,1
438,268,20230825,Like,1
1983,4559,20230915,Like,1
190,2833,20230814,Like,1
405,1848,20231112,Like,1
488,2147,20230826,Like,1
233,503,20231002,Like,1
1967,1164,20230703,Comment,1
1225,3224,20230327,Like,1
1543,4799,20230907,Like,1
455,883,20230221,Like,1
976,1958,20230805,Comment,1
1091,3317,20230916,Like,1
316,732,20230425,Like,1
682,4115,20230102,Share,1
1961,2115,20230225,Like,1
773,4654,20230422,Comment,1
810,159,20230517,Like,1
179,1777,20230714,Like,1
451,3748,20231203,Like,1
1037,2469,20230914,Like,1
1176,2079,20231019,Like,1
1497,3761,20230617,Like,1
370,5845,20231005,Like,1
881,3620,20231021,Like,1
1060,5152,20230206,Like,1
1073,5753,20230827,Comment,1
358,832,20230305,Like,1
217,1132,20230827,Like,1
1695,301,20231217,Like,1
359,5901,20230728,Like,1
129,1749,20230804,Like,1
1359,2978,20230131,Like,1
1102,1959,20231006,Like,1
353,2084,20230930,Like,1
1128,2172,20231122,Like,1
597,40,20231126,Share,1
1061,985,20230909,Like,1
958,4005,20230902,Like,1
581,1337,20231209,Like,1
81,1632,20230430,Like,1
422,778,20230101,Comment,1
1220,3151,20231124,Like,1
427,3001,20230925,Comment,1
213,5940,20230605,Share,1
964,3105,20230821,Like,1
570,343,20230626,Like,1
97,5591,20231113,Like,1
770,779,20230712,Like,1
831,3663,20231231,Like,1
372,2565,20231106,Like,1
248,4694,20230418,Like,1
1790,1596,20230629,Like,1
1643,2923,20230720,Share,1
1647,1896,20231107,Comment,1
605,2478,20231126,Like,1
1929,4737,20230205,Like,1
38,1640,20230328,Comment,1
274,4598,20231221,Share,1
797,5290,20230906,Like,1
827,5107,20230612,Like,1
1797,1861,20230113,Like,1
260,1707,20231001,Comment,1
1205,537,20231005,Like,1
1823,1575,20230714,Like,1
856,4446,20230702,Like,1
1695,2632,20231030,Like,1
1119,3940,20230715,Like,1
1654,3480,20230721,Share,1
349,3740,20230916,Comment,1
1922,1960,20230624,Share,1
129,3370,20230127,Like,1
1006,5699,20231021,Like,1
1534,5024,20230702,Like,1
1501,3735,20231012,Comment,1
1442,1197,20230112,Comment,1
818,3422,20230409,Like,1
536,3235,20230531,Like,1
463,5890,20230505,Share,1
1709,1907,20230805,Like,1
185,2245,20230323,Like,1
781,4061,20231008,Like,1
386,1953,20230107,Comment,1
493,4264,20230313,Like,1
1184,270,20230928,Comment,1
1036,1966,20230502,Like,1
186,986,20231026,Comment,1
941,722,20230826,Share,1
359,660,20230912,Like,1
103,2951,20230919,Like,1
929,2578,20230612,Like,1
970,3714,20230416,Like,1
1973,4002,20230117,Like,1
1308,5335,20231117,Like,1
1851,5826,20230617,Like,1
1857,1781,20230421,Like,1
687,3220,20230224,Like,1
1816,4067,20230904,Like,1
1896,133,20230928,Like,1
1076,697,20230606,Like,1
922,1664,20230520,Like,1
1864,4080,20230213,Like,1
1041,5452,20230530,Like,1
455,3040,20230407,Like,1
1217,1441,20230525,Like,1
852,1419,20230619,Like,1
527,5055,20230814,Like,1
1354,5613,20231103,Like,1
1865,4748,20231112,Like,1
1553,4497,20230824,Like,1
1831,3196,20230905,Like,1
1173,5361,20230914,Like,1
296,5999,20230506,Like,1
67,3996,20230701,Like,1
1874,4886,20230814,Like,1
1266,4677,20230717,Like,1
1509,411,20231124,Like,1
1677,5193,20230203,Like,1
1840,222,20231105,Like,1
1744,4477,20230127,Comment,1
1093,4724,20230919,Like,1
359,2238,20230715,Like,1
660,3028,20231129,Like,1
1488,1795,20230119,Like,1
613,716,20230109,Like,1
274,4333,20231222,Like,1
1072,2302,20231124,Like,1
992,2646,20230104,Like,1
943,1676,20230110,Like,1
903,5780,20231205,Like,1
261,5782,20231212,Like,1
1542,793,20230728,Comment,1
600,1449,20230210,Like,1
1880,5673,20230620,Like,1
1442,5103,20231218,Like,1
1449,3185,20230514,Share,1
1195,2024,20230703,Like,1
1882,3463,20230331,Like,1
666,2599,20231103,Comment,1
115,356,20230123,Like,1
946,3139,20230114,Like,1
938,5458,20231209,Comment,1
1615,4068,20230816,Like,1
1344,4249,20231220,Share,1
870,2665,20230330,Like,1
865,167,20231020,Like,1
103,1033,20231221,Like,1
1887,4159,20230822,Like,1
1706,4476,20230716,Like,1
1575,1387,20231016,Comment,1
1720,1828,20230117,Like,1
947,1378,20230526,Like,1
1456,403,20230523,Comment,1
1140,5360,20230929,Like,1
770,1184,20231230,Like,1
462,3546,20230904,Like,1
1733,3108,20230311,Comment,1
1174,4002,20231007,Comment,1
175,1346,20230514,Like,1
1566,4371,20230724,Like,1
1213,1555,20230718,Like,1
183,4543,20230105,Like,1
1263,2293,20230212,Like,1
671,5386,20230516,Comment,1
237,2767,20230516,Like,1
1612,5701,20230706,Like,1
143,1709,20230130,Like,1
1706,136,20230717,Like,1
1988,560,20230317,Like,1
989,4677,20230403,Like,1
292,5350,20231020,Like,1
455,3163,20230903,Like,1
1832,3192,20230616,Like,1
1229,2000,20230330,Comment,1
1378,30,20230112,Like,1
578,3437,20230312,Share,1
1343,3044,20230502,Like,1
1664,4259,20231107,Like,1
46,5932,20231219,Like,1
590,4156,20231219,Like,1
1550,243,20231021,Share,1
135,2162,20230703,Share,1
1069,2094,20230518,Comment,1
734,3004,20230403,Like,1
918,989,20230721,Like,1
1174,351,20230612,Like,1
1938,5667,20230703,Comment,1
1963,3427,20231027,Like,1
565,2934,20230801,Like,1
373,1407,20230612,Share,1
163,684,20230321,Like,1
1296,1120,20230506,Like,1
1333,604,20230707,Comment,1
140,4309,20231008,Like,1
471,844,20230928,Like,1
974,4441,20231130,Like,1
1726,100,20230724,Like,1
846,3329,20230219,Like,1
58,4897,20230710,Like,1
12,1759,20230102,Comment,1
710,1789,20231208,Like,1
1400,220,20230610,Like,1
443,3801,20230421,Like,1
1236,1954,20230430,Comment,1
223,4767,20230601,Like,1
1132,5014,20231105,Like,1
1719,4075,20230611,Like,1
1352,4709,20230211,Share,1
572,2611,20230310,Comment,1
523,2778,20230918,Comment,1
995,1079,20231013,Like,1
812,382,20230608,Comment,1
253,4059,20230911,Like,1
245,134,20230411,Comment,1
1354,2182,20231106,Comment,1
866,5862,20230125,Like,1
692,3362,20230808,Like,1
557,1019,20230727,Like,1
1738,5017,20230123,Comment,1
1731,5612,20230106,Like,1
775,5371,20230417,Like,1
1471,2498,20230519,Like,1
1015,1317,20230917,Like,1
1795,1787,20230809,Like,1
1474,4913,20230402,Like,1
1268,4952,20231011,Like,1
137,3108,20231112,Like,1
527,648,20231204,Like,1
456,75,20231024,Like,1
884,2451,20230720,Comment,1
90,2651,20230220,Like,1
915,1733,20231107,Share,1
25,5166,20231221,Like,1
1091,4518,20231026,Like,1
676,3876,20230614,Like,1
733,1884,20230702,Like,1
264,61,20230101,Like,1
954,953,20230814,Like,1
1283,4526,20231124,Like,1
235,4378,20230219,Like,1
1253,3833,20230428,Like,1
541,5875,20230604,Share,1
1865,3155,20230806,Like,1
1503,4601,20230715,Like,1
1177,3384,20230407,Comment,1
80,2056,20230329,Share,1
529,5789,20230108,Like,1
552,4011,20230904,Like,1
542,4871,20231103,Like,1
289,928,20230915,Like,1
394,2553,20230824,Comment,1
1052,3653,20230706,Comment,1
591,216,20230411,Like,1
19,4328,20230714,Share,1
1502,3396,20231129,Like,1
214,1801,20231205,Like,1
1527,3322,20230705,Like,1
1634,5065,20230828,Comment,1
1928,2418,20230325,Like,1
1941,4242,20230305,Like,1
234,1697,20230901,Like,1
682,1866,20230326,Like,1
792,558,20230719,Like,1
342,5768,20231103,Like,1
1412,1830,20231217,Share,1
1328,3915,20230507,Comment,1
1954,539,20230512,Like,1
482,78,20230506,Like,1
632,211,20230603,Like,1
854,5718,20231112,Like,1
1174,3593,20230214,Like,1
888,4542,20230201,Like,1
668,336,20230128,Share,1
701,509,20230717,Like,1
217,2073,20230109,Like,1
817,4947,20230206,Like,1
67,108,20230101,Share,1
633,2468,20231007,Like,1
1573,158,20230322,Comment,1
1348,4896,20231106,Like,1
220,3491,20230705,Comment,1
1500,5823,20230304,Like,1
693,3959,20230416,Like,1
1223,5384,20230511,Like,1
540,1127,20230810,Comment,1
1623,3260,20230716,Like,1
1539,2379,20230629,Like,1
266,239,20231222,Share,1
1306,5774,20230622,Like,1
1468,759,20231225,Share,1
801,4773,20230418,Like,1
1554,5733,20231028,Like,1
1568,3514,20230606,Like,1
427,4400,20230620,Like,1
1970,4040,20230405,Like,1
320,5617,20230120,Like,1
1228,5210,20230106,Comment,1
1246,3814,20231123,Like,1
1593,5672,20230124,Like,1
748,1967,20231221,Like,1
293,1933,20230831,Comment,1
1434,5389,20230620,Like,1
404,4490,20230407,Like,1
1247,2932,20230518,Like,1
35,4415,20230723,Like,1
758,2955,20230423,Like,1
589,695,20231223,Like,1
1684,321,20230314,Like,1
929,1044,20230110,Like,1
1462,4191,20230429,Like,1
506,4066,20230313,Like,1
721,4230,20230807,Comment,1
1911,844,20231208,Like,1
1106,4435,20230606,Like,1
121,2482,20231004,Like,1
1962,2048,20231219,Like,1
1075,5925,20230307,Like,1
815,5968,20230703,Like,1
210,5801,20230510,Like,1
151,2384,20230415,Like,1
807,2328,20230111,Like,1
1312,3343,20230406,Like,1
1999,1079,20231012,Like,1
1295,2456,20230208,Like,1
318,5198,20230309,Comment,1
1749,5238,20230407,Like,1
106,898,20230928,Like,1
597,2500,20230321,Like,1
222,510,20231203,Like,1
1295,4409,20230810,Share,1
1634,3874,20230326,Comment,1
1873,5555,20230322,Like,1
769,1398,20231123,Like,1
836,3406,20230411,Share,1
1926,1589,20230321,Like,1
1567,3957,20230925,Like,1
205,984,20230530,Like,1
1420,2804,20231218,Like,1
680,4015,20231225,Comment,1
1319,2016,20230518,Like,1
630,2135,20231009,Like,1
1416,2997,20230322,Like,1
741,2085,20231226,Like,1
1212,5164,20231006,Like,1
973,5744,20230817,Like,1
684,1411,20230614,Like,1
1599,2695,20231219,Like,1
1425,1175,20230511,Share,1
225,3987,20230106,Like,1
1406,1029,20230521,Like,1
141,3646,20230210,Like,1
662,1385,20230403,Like,1
1923,5564,20230705,Like,1
547,2154,20230629,Like,1
1805,2895,20230612,Like,1
19,508,20231216,Like,1
182,1335,20230706,Like,1
1060,5438,20230724,Like,1
1897,2873,20230423,Like,1
1615,5959,20230909,Like,1
310,5243,20231214,Like,1
1087,776,20230809,Like,1
82,1124,20230110,Like,1
15,4596,20230221,Like,1
1271,3689,20231221,Like,1
442,3507,20230819,Like,1
340,3539,20231026,Like,1
1932,3876,20230713,Like,1
1562,2787,20231117,Like,1
94,2489,20230702,Like,1
98,5235,20231114,Like,1
1508,26,20230328,Like,1
1409,5724,20231001,Share,1
1260,5673,20231226,Comment,1
529,1715,20230522,Like,1
1520,5315,20230723,Like,1
608,2895,20230310,Like,1
1739,4537,20230420,Like,1
